id_temps,id_region,id_canal,total_revenue,total_orders,total_items,total_customers,total_profit,avg_order_value,avg_profit_margin
201,7565,2,8.989999771118164,1,1,1,3.227409894254208,8.989999771118164,35.89999973773956
202,7511,1,3.950000047683716,1,1,1,2.559600038433075,3.950000047683716,64.80000019073486
203,652,9,7.5,1,1,1,3.2924999948590994,7.5,43.89999993145466
205,5186,2,10.6899995803833,1,1,1,4.008749822732062,10.6899995803833,37.499999813735485
205,6345,10,3.390000104904175,1,1,1,1.9628100667507948,3.390000104904175,57.90000017732382
207,3547,3,5.949999809265137,1,1,1,2.7726999001234773,5.949999809265137,46.5999998152256
208,2156,8,10.0,1,1,1,6.320000030100346,10.0,63.200000301003456
208,3403,1,9.989999771118164,1,1,1,4.42556989830762,9.989999771118164,44.29999999701975
208,3403,8,10.5,1,1,1,5.176500007510185,10.5,49.300000071525574
208,3403,10,10.800000190734863,1,1,1,5.475600088977814,10.800000190734863,50.699999928474426
212,4186,9,10.5,1,1,1,4.693500006571412,10.5,44.70000006258488
213,2142,8,6.989999771118164,1,1,1,2.4604799061012272,6.989999771118164,35.19999980926514
214,6396,10,4.269999980926514,1,1,1,2.7669599957847595,4.269999980926514,64.80000019073486
215,7061,7,10.0,1,1,1,4.58000000566244,10.0,45.8000000566244
215,7748,6,8.25,1,1,1,5.007750014076009,8.25,60.700000170618296
216,4549,9,8.989999771118164,1,1,1,4.0544899082949755,8.989999771118164,45.100000128149986
218,7596,5,9.989999771118164,1,1,1,4.635359909280538,9.989999771118164,46.400000154972076
221,5388,7,7.989999771118163,1,1,1,4.114849886888265,7.989999771118163,51.500000059604645
223,253,2,7.989999771118163,1,1,1,4.746059875533505,7.989999771118163,59.400000143796206
223,5581,1,10.0,1,1,1,4.48999997228384,10.0,44.8999997228384
232,4444,3,9.84000015258789,1,1,1,5.12664007671237,9.84000015258789,52.099999971687794
233,3108,1,6.570000171661377,1,1,1,3.994560098300278,6.570000171661377,60.7999999076128
235,4507,3,8.989999771118164,1,1,1,5.690669866906404,8.989999771118164,63.30000013113022
236,3088,4,3.0899999141693115,1,1,1,1.9219799508494138,3.0899999141693115,62.20000013709068
236,4186,9,10.5,1,1,1,4.924500006542075,10.5,46.90000006230548
238,7243,9,6.989999771118164,1,1,1,2.5024199116024377,6.989999771118164,35.7999999076128
246,8669,9,10.699999809265137,1,1,1,4.847099910886586,10.699999809265137,45.299999974668026
247,4682,9,10.699999809265137,1,1,1,5.2322999073684215,10.699999809265137,48.900000005960464
247,6565,5,6.989999771118164,1,1,1,3.8514898932597035,6.989999771118164,55.1000002771616
248,1281,7,8.989999771118164,1,1,1,3.8387298951675,8.989999771118164,42.699999921023846
249,8851,2,8.989999771118164,1,1,1,3.398219901158214,8.989999771118164,37.79999986290932
250,4025,4,7.610000133514403,1,1,1,3.2038100427152205,7.610000133514403,42.099999822676175
253,3471,4,6.989999771118164,1,1,1,3.9213898763886093,6.989999771118164,56.10000006854534
253,4242,6,6.5,1,1,1,3.861000009346754,6.5,59.40000014379622
254,2172,9,8.989999771118164,1,1,1,5.304099880365282,8.989999771118164,59.000000171363354
254,5330,2,8.0,1,1,1,3.1199999898672104,8.0,38.99999987334013
258,837,5,8.989999771118164,1,1,1,4.82762988137722,8.989999771118164,53.700000047683716
259,1155,1,6.929999828338623,1,1,1,4.4005499023541805,6.929999828338623,63.50000016391277
261,8909,10,9.0,1,1,1,5.283000010997057,9.0,58.70000012218952
263,2025,8,6.989999771118164,1,1,1,4.1660398726743075,6.989999771118164,59.60000013001262
264,6104,1,3.390000104904175,1,1,1,1.6170300530449302,3.390000104904175,47.70000008866191
264,8081,7,10.880000114440918,1,1,1,5.157120063607692,10.880000114440918,47.4000000860542
265,8830,5,8.550000190734863,1,1,1,3.6337500953953716,8.550000190734863,42.50000016763806
268,3962,3,8.989999771118164,1,1,1,4.935509862823188,8.989999771118164,54.89999987185
270,1448,3,3.390000104904175,1,1,1,1.6170300530449302,3.390000104904175,47.70000008866191
271,4609,9,7.949999809265136,1,1,1,3.4025999281980086,7.949999809265136,42.80000012367963
271,6220,5,8.949999809265137,1,1,1,5.763799888369441,8.949999809265137,64.40000012516975
271,6220,9,10.18000030517578,1,1,1,4.469020145955978,10.18000030517578,43.90000011771916
272,5968,1,4.949999809265137,1,1,1,2.7620999037489287,4.949999809265137,55.80000020563601
273,4325,2,10.6899995803833,1,1,1,4.008749822732062,10.6899995803833,37.499999813735485
274,2275,9,7.130000114440918,1,1,1,2.688010032200962,7.130000114440918,37.69999984651804
279,4063,7,3.990000009536743,1,1,1,2.278290014720559,3.990000009536743,57.100000232458115
281,5512,1,9.0,1,1,1,5.283000010997057,9.0,58.70000012218952
282,1740,3,9.989999771118164,1,1,1,5.824169872218668,9.989999771118164,58.30000005662441
283,8913,9,9.470000267028809,1,1,1,4.517190135769025,9.470000267028809,47.70000008866191
286,4644,4,10.5,1,1,1,4.557000023312868,10.5,43.400000222027316
289,6500,8,5.829999923706056,1,1,1,3.1365399518302093,5.829999923706056,53.79999987781049
289,8941,6,9.0,1,1,1,5.7330000177025795,9.0,63.70000019669533
290,8170,9,6.5,1,1,1,2.7299999874085192,6.5,41.99999980628491
291,3286,5,2.990000009536743,1,1,1,1.4531400089120863,2.990000009536743,48.60000014305114
291,3286,9,9.949999809265137,1,1,1,6.089399899134785,9.949999809265137,61.200000159442425
293,2170,9,8.989999771118164,1,1,1,5.106319869727194,8.989999771118164,56.79999999701977
296,3396,5,10.770000457763672,1,1,1,6.321990241745709,10.770000457763672,58.69999974966049
296,4057,3,8.0,1,1,1,2.8319999873638153,8.0,35.39999984204769
296,7761,4,9.989999771118164,1,1,1,5.454539875923693,9.989999771118164,54.6000000089407
297,5903,8,7.0,1,1,1,4.137000013142824,7.0,59.10000018775463
298,2078,7,3.990000009536743,1,1,1,2.453850010472909,3.990000009536743,61.50000011548401
303,759,8,10.0,1,1,1,4.960000012069941,10.0,49.600000120699406
305,3314,7,5.989999771118164,1,1,1,3.438259857598469,5.989999771118164,57.39999981597066
307,8235,10,4.849999904632568,1,1,1,2.9148499501415994,4.849999904632568,60.10000015376136
308,4662,9,9.989999771118164,1,1,1,5.714279875331819,9.989999771118164,57.20000006258488
311,483,4,7.900000095367431,1,1,1,4.08430005660355,7.900000095367431,51.7000000923872
311,4096,6,10.380000114440918,1,1,1,6.394080093851388,10.380000114440918,61.600000225007534
311,7480,4,8.0,1,1,1,3.3999999910593033,8.0,42.49999988824129
312,8890,1,7.989999771118163,1,1,1,4.14680989121139,7.989999771118163,51.90000012516977
315,3395,3,8.5,1,1,1,3.791000011842698,8.5,44.60000013932586
315,7554,4,6.4099998474121085,1,1,1,3.281919922543614,6.4099998474121085,51.2000000104308
316,4525,4,5.989999771118164,1,1,1,3.3184598815897104,5.989999771118164,55.400000140070915
318,4576,2,5.940000057220459,1,1,1,3.2848200500535967,5.940000057220459,55.30000030994415
318,7207,5,7.989999771118163,1,1,1,3.116099915498494,7.989999771118163,39.00000005960464
319,7877,8,3.2799999713897705,1,1,1,1.5120799902808666,3.2799999713897705,46.100000105798244
320,3542,8,10.8100004196167,1,1,1,4.713160150092243,10.8100004196167,43.59999969601631
321,2078,10,9.25,1,1,1,5.910750021226704,9.25,63.90000022947788
322,76,10,9.949999809265137,1,1,1,6.447599858315289,9.949999809265137,64.79999981820583
322,80,5,10.6899995803833,1,1,1,4.564629812381119,10.6899995803833,42.699999921023846
322,8962,8,10.0,1,1,1,3.799999989569187,10.0,37.99999989569187
325,6649,10,9.989999771118164,1,1,1,6.063929878113493,9.989999771118164,60.700000170618296
326,7151,1,6.949999809265137,1,1,1,3.75299989078939,6.949999809265137,53.99999991059303
327,3472,1,10.489999771118164,1,1,1,5.612149888880923,10.489999771118164,53.50000010803342
327,3472,5,10.100000381469728,1,1,1,4.918700183066727,10.100000381469728,48.699999973177924
328,922,10,8.949999809265137,1,1,1,4.23334991601724,8.949999809265137,47.300000069662914
328,3515,8,4.010000228881836,1,1,1,1.9849501137446612,4.010000228881836,49.50000001117587
328,7485,8,8.0,1,1,1,4.432000011205673,8.0,55.400000140070915
330,492,9,9.170000076293944,1,1,1,4.364920034402905,9.170000076293944,47.59999997913836
330,3081,5,10.880000114440918,1,1,1,5.135360062345266,10.880000114440918,47.200000076554716
330,3081,10,6.5,1,1,1,4.0755000142380595,6.5,62.70000021904707
330,8235,8,6.590000152587891,1,1,1,2.7612100500883154,6.590000152587891,41.89999978989362
330,9041,6,10.380000114440918,1,1,1,5.926980089474918,10.380000114440918,57.10000023245813
333,3582,10,10.5,1,1,1,5.333999994210899,10.5,50.799999944865704
333,4561,2,5.989999771118164,1,1,1,3.6119698710662496,5.989999771118164,60.300000151619315
333,8424,6,9.470000267028809,1,1,1,4.744470152972936,9.470000267028809,50.10000020265578
334,2869,5,9.5,1,1,1,4.180000012740493,9.5,44.00000013411045
335,1306,3,7.110000133514404,1,1,1,3.2990400729691993,7.110000133514404,46.40000015497209
338,8235,5,10.0,1,1,1,3.7199999764561653,10.0,37.19999976456165
339,254,3,8.550000190734863,1,1,1,3.6337500953953716,8.550000190734863,42.50000016763806
339,7447,2,9.5,1,1,1,4.284500012174249,9.5,45.100000128149986
340,3979,4,9.0,1,1,1,5.129999985918403,9.0,56.99999984353781
342,4025,2,9.989999771118164,1,1,1,5.744249879557639,9.989999771118164,57.50000011175871
342,7667,4,2.990000009536743,1,1,1,1.3664300055612624,2.990000009536743,45.700000040233135
344,3405,2,10.140000343322754,1,1,1,6.185400184495746,10.140000343322754,60.99999975413084
344,4609,6,5.989999771118164,1,1,1,3.504149871459603,5.989999771118164,58.50000008940697
345,1265,8,8.989999771118164,1,1,1,4.33317989664495,8.989999771118164,48.20000007748604
345,8235,6,9.970000267028809,1,1,1,5.633050164242088,9.970000267028809,56.50000013411044
346,1971,1,10.920000076293944,1,1,1,6.9342000154957155,10.920000076293944,63.49999969825147
346,3767,3,10.100000381469728,1,1,1,4.7369001840263625,10.100000381469728,46.90000005066396
346,7447,3,8.84000015258789,1,1,1,4.154800077643991,8.84000015258789,47.000000067055225
347,822,7,10.0,1,1,1,6.119999997317791,10.0,61.19999997317791
347,3456,5,10.0,1,1,1,3.5599999874830237,10.0,35.59999987483023
347,3741,8,6.0,1,1,1,3.852000005543232,6.0,64.2000000923872
348,186,4,8.989999771118164,1,1,1,3.461149901498483,8.989999771118164,38.499999884516015
349,1272,6,6.739999771118164,1,1,1,2.358999904826284,6.739999771118164,34.99999977648258
349,8888,7,8.979999542236328,1,1,1,3.852419782744647,8.979999542236328,42.899999767541885
350,3157,10,9.539999961853027,1,1,1,3.749220013155341,9.539999961853027,39.30000029504299
352,1635,8,9.970000267028809,1,1,1,5.543320147130936,9.970000267028809,55.599999986588955
352,7596,7,3.0,1,1,1,1.731000004336238,3.0,57.700000144541264
357,3402,10,9.989999771118164,1,1,1,6.463529850722551,9.989999771118164,64.69999998807907
357,4242,3,10.029999732971191,1,1,1,5.205569873966574,10.029999732971191,51.900000125169754
357,4242,7,7.949999809265136,1,1,1,5.1277499030381435,7.949999809265136,64.50000032782556
359,154,8,10.0,1,1,1,5.41999999433756,10.0,54.1999999433756
359,5186,8,10.0,1,1,1,4.330000001937151,10.0,43.30000001937151
361,813,3,10.0,1,1,1,4.930000007152557,10.0,49.300000071525574
361,7790,9,8.979999542236328,1,1,1,4.9659397328732915,8.979999542236328,55.299999844282866
362,3971,5,8.899999618530273,1,1,1,5.242099789106845,8.899999618530273,58.900000154972076
363,3529,3,3.900000095367432,1,1,1,1.7667000422135,3.900000095367432,45.29999997466803
363,3731,3,9.25,1,1,1,4.504749997518957,9.25,48.69999997317791
365,228,7,8.5,1,1,1,4.836499985307455,8.5,56.89999982714653
365,3093,9,7.0,1,1,1,4.123000010848045,7.0,58.900000154972076
365,5194,6,2.990000009536743,1,1,1,1.1900199990561418,2.990000009536743,39.7999998414889
367,2500,1,9.989999771118164,1,1,1,5.394599867472053,9.989999771118164,53.99999991059303
367,3483,1,5.989999771118164,1,1,1,3.3184598815897104,5.989999771118164,55.400000140070915
367,5512,2,10.109999656677246,1,1,1,3.548609877384603,10.109999656677246,35.099999979138374
368,4932,10,10.0,1,1,1,4.839999992400408,10.0,48.39999992400408
369,7447,7,6.0,1,1,1,2.868000006303191,6.0,47.800000105053186
372,848,10,4.679999828338623,1,1,1,2.583359910264015,4.679999828338623,55.20000010728836
373,2074,1,9.989999771118164,1,1,1,3.816179905421734,9.989999771118164,38.199999928474426
373,7161,2,9.989999771118164,1,1,1,5.894099882078915,9.989999771118164,59.000000171363354
374,925,3,7.0,1,1,1,4.137000013142824,7.0,59.10000018775463
374,4420,10,10.0,1,1,1,4.429999999701977,10.0,44.29999999701977
374,7447,9,10.0,1,1,1,4.210000019520521,10.0,42.10000019520521
375,7447,7,6.0,1,1,1,2.9040000066161156,6.0,48.40000011026859
376,7759,1,10.5,1,1,1,4.567500005476177,10.5,43.500000052154064
377,1635,1,8.949999809265137,1,1,1,5.396849898556805,8.949999809265137,60.300000151619315
378,1633,1,7.989999771118163,1,1,1,4.985759870750605,7.989999771118163,62.40000016987324
378,5739,2,2.990000009536743,1,1,1,1.5308800051946938,2.990000009536743,51.20000001043081
379,4554,8,5.550000190734863,1,1,1,3.4188001299805943,5.550000190734863,61.600000225007534
380,255,2,9.989999771118164,1,1,1,4.395599875473977,9.989999771118164,43.99999976158142
382,8132,5,9.989999771118164,1,1,1,4.375619891264588,9.989999771118164,43.79999991506338
383,7470,4,10.6899995803833,1,1,1,4.340139814263806,10.6899995803833,40.599999856203794
384,2078,6,9.989999771118164,1,1,1,5.8041898880092795,9.989999771118164,58.10000021010637
384,3738,10,9.989999771118164,1,1,1,6.463529850722551,9.989999771118164,64.69999998807907
384,6699,8,7.559999942779541,1,1,1,3.0844799753022194,7.559999942779541,40.79999998211861
385,6028,7,7.989999771118163,1,1,1,4.50635989519894,7.989999771118163,56.40000030398369
386,3766,10,10.5,1,1,1,5.333999994210899,10.5,50.799999944865704
386,4060,2,4.989999771118164,1,1,1,3.0638598690585788,4.989999771118164,61.40000019222498
386,8235,1,9.630000114440918,1,1,1,5.190570069432558,9.630000114440918,53.900000080466285
387,1808,3,7.989999771118163,1,1,1,4.642189883807151,7.989999771118163,58.10000021010637
387,3563,1,8.869999885559082,1,1,1,5.5880999021284286,8.869999885559082,62.99999970942736
387,3563,10,8.0,1,1,1,5.184000015258789,8.0,64.80000019073486
388,3419,10,9.1899995803833,1,1,1,5.550759761991687,9.1899995803833,60.40000016801059
388,3439,9,7.010000228881836,1,1,1,3.0914101114870607,7.010000228881836,44.10000015050172
389,1240,8,10.0,1,1,1,5.980000013951212,10.0,59.80000013951212
389,1413,2,10.0,1,1,1,5.0500000081956395,10.0,50.5000000819564
389,4248,2,7.5,1,1,1,3.742499998770654,7.5,49.89999998360872
389,4998,7,9.800000190734863,1,1,1,4.027800099712611,9.800000190734863,41.10000021755695
391,4725,2,9.989999771118164,1,1,1,4.835159881629199,9.989999771118164,48.39999992400408
392,7447,4,6.849999904632568,1,1,1,4.07574995422922,6.849999904632568,59.50000016018747
392,8712,3,10.470000267028809,1,1,1,6.145890169539153,10.470000267028809,58.70000012218951
393,2,1,5.630000114440918,1,1,1,3.3498500771109017,5.630000114440918,59.50000016018748
394,648,10,9.25,1,1,1,5.910750021226704,9.25,63.90000022947788
395,3996,1,10.0,1,1,1,4.389999993145466,10.0,43.89999993145466
396,3452,4,9.43000030517578,1,1,1,4.894170152624993,9.43000030517578,51.89999993890524
396,7979,1,6.570000171661377,1,1,1,3.994560098300278,6.570000171661377,60.7999999076128
397,7583,4,7.0,1,1,1,3.5980000030249357,7.0,51.40000004321337
398,2546,7,4.989999771118164,1,1,1,2.854279872202575,4.989999771118164,57.20000006258488
398,7207,4,7.039999961853027,1,1,1,3.597439993200302,7.039999961853027,51.10000018030405
400,1669,3,7.0,1,1,1,3.4929999988526106,7.0,49.89999998360872
400,5250,1,9.550000190734863,1,1,1,5.930550129973144,9.550000190734863,62.100000120699406
400,7151,7,10.300000190734863,1,1,1,6.355100089788063,10.300000190734863,61.699999729171395
400,7201,6,8.989999771118164,1,1,1,4.0544899082949755,8.989999771118164,45.100000128149986
401,146,8,4.889999866485596,1,1,1,1.7212799436759947,4.889999866485596,35.19999980926512
404,3252,5,9.899999618530272,1,1,1,5.415299775403737,9.899999618530272,54.699999839067445
404,3542,7,8.949999809265137,1,1,1,3.964849915237725,8.949999809265137,44.29999999701977
405,8877,3,6.389999866485596,1,1,1,3.9554099229724704,6.389999866485596,61.90000008791685
406,4315,6,7.989999771118163,1,1,1,3.1880098963906143,7.989999771118163,39.89999984623863
407,7567,2,10.0,1,1,1,3.8499999884516,10.0,38.499999884516
408,631,6,7.989999771118163,1,1,1,4.44243988655269,7.989999771118163,55.60000017285347
408,1212,4,9.050000190734863,1,1,1,4.217300093231536,9.050000190734863,46.60000004805624
408,5186,9,8.9399995803833,1,1,1,5.596439755437373,8.9399995803833,62.60000020265579
408,5280,2,9.5,1,1,1,4.170500012289267,9.5,43.900000129360706
409,7234,9,9.949999809265137,1,1,1,3.572049905431271,9.949999809265137,35.89999973773956
410,6918,4,7.199999809265137,1,1,1,3.6647999001264573,7.199999809265137,50.89999996125698
411,660,5,4.579999923706056,1,1,1,2.6472399632728107,4.579999923706056,57.800000160932555
411,3154,10,9.760000228881838,1,1,1,6.275680121428968,9.760000228881838,64.29999973624946
412,29,9,8.0,1,1,1,2.919999986886978,8.0,36.49999983608723
414,4741,5,9.0,1,1,1,3.4019999876618385,9.0,37.79999986290932
415,7479,5,6.989999771118164,1,1,1,3.2153999009639023,6.989999771118164,46.00000008940697
416,64,10,4.989999771118164,1,1,1,3.0638598690585788,4.989999771118164,61.40000019222498
416,5619,7,3.950000047683716,1,1,1,2.2317500322386623,3.950000047683716,56.50000013411045
416,7257,9,8.25,1,1,1,5.007750014076009,8.25,60.700000170618296
418,1646,8,4.380000114440918,1,1,1,2.684940077853799,4.380000114440918,61.3000001758337
418,2643,9,5.980000019073486,1,1,1,3.462420021647513,5.980000019073486,57.90000017732382
418,4425,2,9.989999771118164,1,1,1,3.546449885997177,9.989999771118164,35.499999672174454
419,2371,8,9.0,1,1,1,5.48099997639656,9.0,60.89999973773955
419,8186,9,10.0,1,1,1,4.34000002220273,10.0,43.4000002220273
420,199,7,3.900000095367432,1,1,1,1.7667000422135,3.900000095367432,45.29999997466803
420,7567,9,9.989999771118164,1,1,1,3.9460498958218837,9.989999771118164,39.499999862164245
421,6534,4,4.880000114440918,1,1,1,2.796240069428682,4.880000114440918,57.30000007897614
421,7447,8,4.739999771118164,1,1,1,2.995679869614243,4.739999771118164,63.200000301003456
422,4369,6,7.989999771118163,1,1,1,4.114849886888265,7.989999771118163,51.500000059604645
426,7799,10,9.5,1,1,1,4.702500009909272,9.5,49.50000010430813
428,7583,7,10.630000114440918,1,1,1,5.78272005972147,10.630000114440918,54.39999997615814
429,5313,7,4.329999923706056,1,1,1,1.9008699716041986,4.329999923706056,43.90000011771917
430,4445,9,6.989999771118164,1,1,1,2.5583398928976075,6.989999771118164,36.599999666214
431,7617,4,4.880000114440918,1,1,1,2.796240069428682,4.880000114440918,57.30000007897614
432,278,9,5.989999771118164,1,1,1,3.737759867353141,5.989999771118164,62.40000016987324
432,4389,8,9.949999809265137,1,1,1,6.348099880979955,9.949999809265137,63.80000002682209
435,1299,1,10.0,1,1,1,4.960000012069941,10.0,49.600000120699406
435,6471,4,10.0,1,1,1,5.90999998152256,10.0,59.0999998152256
437,1281,8,10.0,1,1,1,5.640000030398369,10.0,56.40000030398369
437,2578,3,7.5,1,1,1,2.7224999852478504,7.5,36.29999980330467
438,3730,2,9.989999771118164,1,1,1,6.1038898744440075,9.989999771118164,61.10000014305115
438,4597,3,10.619999885559082,1,1,1,5.501159932490586,10.619999885559082,51.79999992251395
438,4597,10,10.75,1,1,1,5.676000009290874,10.75,52.800000086426735
438,6859,2,7.980000019073486,1,1,1,4.764060004490018,7.980000019073486,59.699999913573265
438,7023,1,8.899999618530273,1,1,1,4.921699766899646,8.899999618530273,55.29999975115061
439,3780,1,8.0,1,1,1,3.479999989271164,8.0,43.49999986588955
440,7561,9,5.949999809265137,1,1,1,3.6116498943757263,5.949999809265137,60.700000170618296
440,8721,5,3.4600000381469727,1,1,1,2.069080027639009,3.4600000381469727,59.80000013951211
441,5893,8,6.989999771118164,1,1,1,4.221959873499311,6.989999771118164,60.40000016801059
442,3746,3,8.800000190734863,1,1,1,3.8808000809669494,8.800000190734863,44.09999996423721
444,3448,10,5.829999923706056,1,1,1,3.433869964097739,5.829999923706056,58.90000015497209
445,293,6,8.960000038146973,1,1,1,4.157440031585693,8.960000038146973,46.400000154972076
445,7941,4,9.5,1,1,1,4.180000012740493,9.5,44.00000013411045
446,4324,4,10.0,1,1,1,6.320000030100346,10.0,63.200000301003456
446,7275,9,2.950000047683716,1,1,1,1.7051000323086978,2.950000047683716,57.80000016093254
447,4206,1,9.68000030517578,1,1,1,4.752880153591631,9.68000030517578,49.100000038743005
447,4250,9,9.239999771118164,1,1,1,4.416719891695976,9.239999771118164,47.80000001192093
447,8112,5,10.609999656677246,1,1,1,6.641859806581735,10.609999656677246,62.60000020265579
448,4328,1,8.350000381469727,1,1,1,3.7575001809932296,8.350000381469727,45.00000011175871
448,4375,4,9.4399995803833,1,1,1,5.343039776704311,9.4399995803833,56.60000015050173
449,7979,3,9.989999771118164,1,1,1,4.435559899716228,9.989999771118164,44.400000013411045
450,4253,6,5.289999961853027,1,1,1,3.3961799803969264,5.289999961853027,64.2000000923872
450,7461,4,8.960000038146973,1,1,1,3.5840000019073486,8.960000038146973,39.99999985098839
453,346,8,8.989999771118164,1,1,1,3.578019894654882,8.989999771118164,39.799999841488905
453,4662,3,8.979999542236328,1,1,1,3.852419782744647,8.979999542236328,42.899999767541885
453,8901,4,7.989999771118163,1,1,1,3.443689885397851,7.989999771118163,43.09999980032443
454,7046,8,9.270000457763674,1,1,1,4.885290247733744,9.270000457763674,52.70000007003547
455,4967,4,9.319999694824215,1,1,1,3.644119905118939,9.319999694824215,39.10000026226042
456,3429,3,7.1599998474121085,1,1,1,2.606239944884776,7.1599998474121085,36.40000000596046
456,8998,1,9.5,1,1,1,4.53150000842288,9.5,47.700000088661895
457,2073,1,8.390000343322756,1,1,1,5.377990242073539,8.390000343322756,64.10000026226045
457,4617,5,7.0,1,1,1,3.535000005736947,7.0,50.50000008195639
457,7671,3,9.989999771118164,1,1,1,3.9460498958218837,9.989999771118164,39.499999862164245
457,8889,7,2.6700000762939453,1,1,1,1.2549000376485289,2.6700000762939453,47.000000067055225
458,5746,4,7.989999771118163,1,1,1,3.3717799203184233,7.989999771118163,42.20000021159648
458,7548,5,9.989999771118164,1,1,1,5.944049879818037,9.989999771118164,59.50000016018748
460,4251,9,9.380000114440918,1,1,1,4.5868200565207005,9.380000114440918,48.900000005960464
461,7646,1,7.0,1,1,1,3.4929999988526106,7.0,49.89999998360872
462,5382,4,3.289999961853028,1,1,1,2.0726999786637728,3.289999961853028,63.00000008195639
462,8940,7,8.949999809265137,1,1,1,4.949349922263622,8.949999809265137,55.30000030994415
462,8940,9,7.949999809265136,1,1,1,3.4661999074809247,7.949999809265136,43.59999988228082
463,3745,7,9.5,1,1,1,4.02800000552088,9.5,42.40000005811453
464,1739,8,7.0,1,1,1,3.3880000077188,7.0,48.40000011026858
