id_satisfaction,id_temps,id_canal,id_client,id_produit,note_satisfaction,taux_satisfaction,nombre_avis,nombre_ventes,nps_equivalent,nps_category,nps_score,sentiment_score,sentiment_label,is_verified_purchase,helpful_votes,resolution_time_hours,review_id,review_source,id_satisfaction_category
131,988,5,577,8385,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,3.229459482559789,REV1130,Website,1
132,1629,4,579,13466,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,8,4.026318232191888,REV1131,Website,2
133,696,4,598,5279,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,8,0.0,REV1132,Website,1
134,696,10,598,3545,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,0,0.0,REV1133,Website,3
135,1808,8,603,14809,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,38.68315625839625,REV1134,Website,3
136,1050,9,608,12110,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,18.03537246527254,REV1135,Phone,4
137,1778,6,613,11564,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,31.058297572183662,REV1136,Website,1
138,1778,4,613,13868,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,4,0.0,REV1137,Phone,3
139,1829,2,625,8305,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1138,Website,2
140,1605,2,632,13724,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,3,0.0,REV1139,Mobile App,1
141,1605,4,632,3539,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,3,2.155960241313247,REV1140,Email Survey,1
142,947,9,641,10070,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,5,0.0,REV1141,Website,2
143,1459,4,647,13145,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,8,0.0,REV1142,Mobile App,1
144,1789,8,661,5014,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1143,Website,1
145,1830,10,664,7916,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,1,29.217601675854844,REV1144,Website,1
146,1830,10,664,10827,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,2,0.0,REV1145,Mobile App,2
147,1830,2,664,10625,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1146,Website,4
148,1619,4,681,13733,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,4,0.0,REV1147,Email Survey,1
149,289,10,688,6715,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1148,Mobile App,4
150,1322,1,689,13294,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1149,Email Survey,3
151,922,7,689,2304,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,4,0.0,REV1150,Email Survey,2
152,1684,5,690,8380,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1151,Email Survey,2
153,844,3,701,4572,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1152,Email Survey,4
154,1127,9,706,9054,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1153,Mobile App,3
155,1758,9,712,6667,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1154,Email Survey,4
156,1758,5,712,6816,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,8,0.0,REV1155,Email Survey,4
157,1758,9,712,13784,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,46.017438841485436,REV1156,Email Survey,4
158,1758,6,712,12502,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1157,Email Survey,3
159,1798,9,716,3795,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,5,0.0,REV1158,Phone,3
160,1100,5,722,6711,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,4,0.0,REV1159,Website,3
161,1115,2,726,8854,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,20.597620628959053,REV1160,Website,1
162,1115,8,726,13372,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,1,10.952926977328396,REV1161,Email Survey,2
163,1115,6,726,8639,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1162,Website,3
164,1115,8,726,13370,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1163,Mobile App,1
165,1426,3,734,12958,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,9,36.317382591814706,REV1164,Phone,1
166,1426,2,734,7336,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1165,Website,1
167,1202,5,734,421,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,1.0682639807682381,REV1166,Website,2
168,1688,8,735,6221,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1167,Email Survey,1
169,1480,9,737,4261,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,5,25.067106594982615,REV1168,Website,3
170,1711,4,745,5715,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,7,4.74774450151976,REV1169,Phone,3
171,1233,4,752,918,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,5.876307511925042,REV1170,Website,3
172,1233,5,752,6256,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1171,Phone,4
173,1233,5,752,7990,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1172,Website,3
174,1233,9,752,15297,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,4,0.0,REV1173,Website,1
175,492,2,757,13320,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1174,Website,2
176,834,10,761,11874,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,16.465795611061928,REV1175,Mobile App,4
177,521,10,771,11795,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,5,3.1434537383404435,REV1176,Website,3
178,681,6,778,362,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,8,1.389684710113694,REV1177,Website,2
179,1224,4,801,4654,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,1,0.0,REV1178,Website,4
180,740,3,822,12024,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,2,47.269726967529316,REV1179,Website,3
181,740,10,822,910,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,7.241546049489328,REV1180,Website,2
182,1803,6,823,4730,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1181,Website,3
183,1635,8,835,13230,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,5,0.0,REV1182,Mobile App,3
184,1254,7,838,14185,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,7,0.0,REV1183,Website,4
185,1795,4,855,11568,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,5,0.0,REV1184,Website,3
186,1795,8,855,13020,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1185,Website,4
187,1836,6,855,2243,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,47.90526319601591,REV1186,Website,1
188,1836,5,855,15518,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1187,Phone,2
189,1836,6,855,13925,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1188,Website,4
190,1611,8,857,6663,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1189,Website,4
191,1611,7,857,1980,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,8,0.0,REV1190,Mobile App,4
192,782,7,865,15734,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,4,0.0,REV1191,Website,4
193,1812,1,878,1363,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,6,0.0,REV1192,Website,4
194,1649,1,879,7959,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,2,0.0,REV1193,Mobile App,3
195,968,6,880,15274,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,8,11.951038469162825,REV1194,Email Survey,4
196,1809,8,899,9914,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1195,Website,4
197,714,1,901,3405,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,5,21.87945329610282,REV1196,Email Survey,3
198,1665,4,919,10331,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1197,Website,2
199,1665,5,919,14469,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1198,Website,4
200,1665,1,919,5674,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1199,Phone,4
201,1745,7,922,13149,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,7,0.0,REV1200,Mobile App,1
202,1745,6,922,11489,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1201,Email Survey,4
203,1756,9,926,2435,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,3,7.22323343016815,REV1202,Email Survey,1
204,1756,4,926,1889,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,8,0.0,REV1203,Website,1
205,1756,9,926,2753,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,2,0.0,REV1204,Email Survey,2
206,1826,5,927,6270,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,33.955066038847846,REV1205,Website,1
207,762,2,936,7697,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,37.601155253928,REV1206,Email Survey,3
208,762,3,936,4252,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1207,Email Survey,2
209,1684,8,940,5222,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,6,0.0,REV1208,Email Survey,4
210,1582,8,948,7644,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,26.440661434164497,REV1209,Website,2
211,1582,7,948,1794,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1210,Website,3
212,1007,4,955,502,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,4,0.0,REV1211,Website,2
213,1007,10,955,5287,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,5,0.0,REV1212,Website,2
214,1390,7,958,9054,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,36.42540744950736,REV1213,Website,2
215,1390,2,958,13960,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,40.094566501687126,REV1214,Mobile App,2
216,1390,6,958,1797,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,9,0.0,REV1215,Email Survey,3
217,1607,9,959,7609,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1216,Mobile App,3
218,1741,8,986,13789,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,2,0.0,REV1217,Email Survey,4
219,1741,2,986,4123,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1218,Website,3
220,1741,3,986,9271,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,1,40.27298649096181,REV1219,Website,2
221,1741,6,986,10284,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1220,Website,4
