id_vente,id_temps,id_region,id_client,id_produit,id_canal,chiffre_affaire,quantite_vendue,panier_moyen,nombre_ventes,prix_achat_total,marge_brute,taux_marge,order_status,payment_method,remise_montant,taux_remise,cout_livraison,order_id
16,1833,5194,1760,28700,4,1.5,1,1.5,1,0.6059999980498105,0.8940000019501895,59.60000013001263,Complete,Debit Card,0.25094033161216417,16.729355440810945,11.915513834445491,ORD1007
17,564,1749,41873,14202,9,1.5,1,1.5,1,0.617999997921288,0.882000002078712,58.8000001385808,Complete,Bank Transfer,0.0,0.0,4.848967841771808,ORD1008
18,1476,5985,44189,14202,10,1.5,1,1.5,1,0.617999997921288,0.882000002078712,58.8000001385808,Complete,Bank Transfer,0.23354460028786408,15.569640019190938,3.865880575934115,ORD1008
19,1747,7213,78482,28700,1,1.5,1,1.5,1,0.6059999980498105,0.8940000019501895,59.60000013001263,Complete,Bank Transfer,0.0,0.0,9.317336981422091,ORD1009
20,785,6445,15959,28700,9,1.5,1,1.5,1,0.6059999980498105,0.8940000019501895,59.60000013001263,Complete,Credit Card,0.0,0.0,10.729438318790681,ORD1009
21,1681,3841,69897,14202,4,1.5,1,1.5,1,0.617999997921288,0.882000002078712,58.8000001385808,Complete,Debit Card,0.0,0.0,9.40431562864391,ORD1010
22,1806,1180,68055,13629,9,1.5099999904632568,1,1.5099999904632568,1,0.6447699947352707,0.8652299957279861,57.300000078976154,Complete,PayPal,0.1364911564024379,9.039149487713798,10.534638436315722,ORD1010
23,1575,4520,89682,13629,7,1.5099999904632568,1,1.5099999904632568,1,0.6447699947352707,0.8652299957279861,57.300000078976154,Complete,Bank Transfer,0.0,0.0,3.5018121600006777,ORD1011
24,1838,1092,6882,13629,4,1.5099999904632568,1,1.5099999904632568,1,0.6447699947352707,0.8652299957279861,57.300000078976154,Complete,Credit Card,0.20943741620736367,13.870027651000832,8.188234492493397,ORD1011
25,1796,5985,16244,13629,8,1.5099999904632568,1,1.5099999904632568,1,0.6447699947352707,0.8652299957279861,57.300000078976154,Complete,Bank Transfer,0.0,0.0,6.6412423731510355,ORD1012
26,1194,1098,38681,13629,10,1.5099999904632568,1,1.5099999904632568,1,0.6447699947352707,0.8652299957279861,57.300000078976154,Processing,PayPal,0.2019274232511718,13.372677120959581,14.653792011121585,ORD1012
27,1637,6883,78066,14298,5,1.7200000286102295,1,1.7200000286102295,1,0.6450000075250863,1.0750000210851431,62.500000186264515,Complete,Debit Card,0.0,0.0,2.6451111443330766,ORD1013
28,1362,1213,85940,14298,1,1.7200000286102295,1,1.7200000286102295,1,0.6450000075250863,1.0750000210851431,62.500000186264515,Complete,PayPal,0.0,0.0,5.877824639779,ORD1013
29,1595,7979,27223,14298,3,1.7200000286102295,1,1.7200000286102295,1,0.6450000075250863,1.0750000210851431,62.500000186264515,Complete,Debit Card,0.0,0.0,14.244208523192386,ORD1014
30,1518,1026,44832,14298,7,1.7200000286102295,1,1.7200000286102295,1,0.6450000075250863,1.0750000210851431,62.500000186264515,Complete,Debit Card,0.0,0.0,14.785450381396284,ORD1014
31,1417,3820,99579,12536,6,1.75,1,1.75,1,1.0132499965839088,0.7367500034160912,42.10000019520521,Complete,Debit Card,0.0,0.0,12.723720900452735,ORD1015
32,1788,6541,19697,12536,5,1.75,1,1.75,1,1.0132499965839088,0.7367500034160912,42.10000019520521,Complete,Bank Transfer,0.33190042432070715,18.965738532611837,2.987977172213321,ORD1015
33,1840,6490,62002,12536,3,1.75,1,1.75,1,1.0132499965839088,0.7367500034160912,42.10000019520521,Complete,PayPal,0.0,0.0,9.297615368466024,ORD1016
34,1769,1180,64513,12536,4,1.75,1,1.75,1,1.0132499965839088,0.7367500034160912,42.10000019520521,Cancelled,Bank Transfer,0.41707495820808804,23.83285475474789,7.2015989047160724,ORD1016
35,1052,3728,91424,12536,6,1.75,1,1.75,1,1.0132499965839088,0.7367500034160912,42.10000019520521,Returned,PayPal,0.0,0.0,12.483883380040222,ORD1017
36,725,1133,17324,13659,2,1.820000052452088,1,1.820000052452088,1,0.7498400190880893,1.0701600333639987,58.80000013858081,Shipped,Credit Card,0.29377597894526575,16.14153683948861,2.715315062427333,ORD1017
37,1565,8903,57732,13659,2,1.820000052452088,1,1.820000052452088,1,0.7498400190880893,1.0701600333639987,58.80000013858081,Complete,Credit Card,0.0,0.0,4.562673771381128,ORD1018
38,1738,7614,67100,15332,7,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,PayPal,0.0,0.0,8.359535860894184,ORD1018
39,1636,2078,78491,15332,2,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,PayPal,0.34339114678326355,18.86764488388955,4.049419618321751,ORD1019
40,1772,651,80219,13659,6,1.820000052452088,1,1.820000052452088,1,0.7498400190880893,1.0701600333639987,58.80000013858081,Complete,PayPal,0.0,0.0,11.005296855025877,ORD1019
41,1781,952,57930,15332,6,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,PayPal,0.0,0.0,12.669973874817378,ORD1020
42,902,1180,64267,15332,10,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,Debit Card,0.0,0.0,11.158758617159364,ORD1020
43,1412,6623,83953,15332,5,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,Bank Transfer,0.0,0.0,7.72368827731977,ORD1021
44,1742,2057,44961,13659,1,1.820000052452088,1,1.820000052452088,1,0.7498400190880893,1.0701600333639987,58.80000013858081,Cancelled,Debit Card,0.0,0.0,13.419039661284401,ORD1021
45,1841,7481,56552,15332,8,1.820000052452088,1,1.820000052452088,1,0.8918000261083245,0.9282000263437635,50.99999997764828,Complete,Bank Transfer,0.11724406454961925,6.441981383003599,3.789919712359242,ORD1022
46,1839,3990,582,9204,9,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Complete,Bank Transfer,0.0,0.0,5.384401590687116,ORD1022
47,87,6500,33685,9204,2,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Complete,Bank Transfer,0.0,0.0,8.364015908279942,ORD1023
48,1809,7863,62477,9043,7,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Complete,Debit Card,0.0,0.0,2.7974017854302757,ORD1023
49,1787,7169,78211,9043,2,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Complete,PayPal,0.0,0.0,3.2439151603651144,ORD1024
50,1775,3721,88725,3049,9,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,Debit Card,0.0,0.0,7.166763832390838,ORD1024
51,1321,2837,46323,9204,5,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Returned,Debit Card,0.3064093995867134,15.713302158668055,14.270521857549202,ORD1025
52,1274,8093,58346,9204,10,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Processing,Bank Transfer,0.32992860422907117,16.919415187757195,13.809378012601004,ORD1025
53,1842,6858,89650,3049,6,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Cancelled,Credit Card,0.0,0.0,8.057673157619345,ORD1026
54,1478,639,99896,9204,10,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Shipped,Credit Card,0.20581749296905397,10.554742971085144,3.848061078639491,ORD1026
55,1783,3085,33010,3049,4,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,Debit Card,0.0,0.0,4.315399527459663,ORD1027
56,1509,4541,69166,9043,2,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Cancelled,Bank Transfer,0.131199575514702,6.728183195202781,6.908098709918654,ORD1027
57,1677,300,78667,9204,1,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Complete,Debit Card,0.0,0.0,4.730964536128158,ORD1028
58,1535,8949,99514,9043,4,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Complete,Debit Card,0.0,0.0,3.078682727074912,ORD1028
59,1525,80,51156,3049,5,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,PayPal,0.0,0.0,10.759107285759962,ORD1029
60,1343,7327,77336,3049,2,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,Bank Transfer,0.0,0.0,9.558832291305034,ORD1029
61,1571,8830,91647,3049,4,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,Credit Card,0.0,0.0,5.786857853715106,ORD1030
62,1115,7447,94475,9043,2,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Complete,Credit Card,0.0,0.0,12.126328973179954,ORD1030
63,1833,6966,17673,9204,7,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Shipped,Credit Card,0.0,0.0,12.087335540175848,ORD1031
64,1761,8178,23308,3049,5,1.950000047683716,1,1.950000047683716,1,0.9165000273510814,1.0335000203326348,52.99999974668028,Complete,Debit Card,0.0,0.0,8.383025612765904,ORD1031
65,1237,8901,47169,9043,8,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Complete,Bank Transfer,0.0,0.0,3.2549232216546207,ORD1032
66,1259,8768,73474,9204,6,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Complete,PayPal,0.0,0.0,13.940102201317648,ORD1032
67,824,3543,74123,9204,3,1.950000047683716,1,1.950000047683716,1,0.7722000156065448,1.177800032077171,60.40000016801059,Complete,Credit Card,0.0,0.0,10.692586806032626,ORD1033
68,1692,2764,92256,9043,6,1.950000047683716,1,1.950000047683716,1,0.7683000157799571,1.181700031903759,60.60000015422702,Shipped,Bank Transfer,0.0,0.0,5.2116606489753625,ORD1033
69,1691,3480,8089,14549,6,1.9800000190734863,1,1.9800000190734863,1,0.7840800106805563,1.19592000839293,60.39999984204769,Complete,Credit Card,0.0,0.0,9.935909111444946,ORD1034
70,755,3962,34236,14549,4,1.9800000190734863,1,1.9800000190734863,1,0.7840800106805563,1.19592000839293,60.39999984204769,Returned,PayPal,0.30334295011550644,15.320350868352598,7.265279445759194,ORD1034
71,1761,5610,32956,13606,5,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Processing,Bank Transfer,0.2440528137360394,9.762112549441577,10.259545316567452,ORD1035
72,1452,2892,9056,13606,2,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Complete,Debit Card,0.0,0.0,8.16032164450327,ORD1035
73,1580,1757,63561,13606,10,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Complete,Debit Card,0.0,0.0,8.311137953116535,ORD1036
74,169,2057,36192,13606,3,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Shipped,Credit Card,0.0,0.0,11.56646719479567,ORD1036
75,1511,356,46591,13606,9,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Processing,Credit Card,0.5290841554562696,21.163366218250783,9.978434698831684,ORD1037
76,1674,6822,85876,13606,4,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Processing,Bank Transfer,0.0,0.0,3.039384986174934,ORD1037
77,1734,1311,58613,13606,3,2.5,1,2.5,1,1.1074999999254942,1.3925000000745058,55.70000000298023,Processing,PayPal,0.0,0.0,2.8498564158019475,ORD1038
78,1095,3560,95400,28913,8,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,Credit Card,0.0,0.0,5.965120087457429,ORD1038
79,1709,3408,57497,28913,7,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,Bank Transfer,0.0,0.0,7.593197955003702,ORD1039
80,1678,5988,77439,28913,5,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,PayPal,0.0,0.0,5.577893269330719,ORD1039
81,1095,3440,18628,28913,9,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Shipped,Credit Card,0.0,0.0,10.468978154908934,ORD1040
82,1797,7119,51374,28913,4,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,Credit Card,0.0,0.0,4.536403112433085,ORD1040
83,1754,5005,55835,28913,6,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,Bank Transfer,0.0,0.0,11.153834253150206,ORD1041
84,1521,461,64487,28913,1,2.5899999141693115,1,2.5899999141693115,1,1.0722599617259203,1.5177399524433912,58.60000010579826,Complete,Credit Card,0.0,0.0,12.050959644556093,ORD1041
85,1095,6585,21688,13690,4,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Complete,Debit Card,0.0,0.0,3.6161509987434575,ORD1042
86,1301,4327,56630,15395,1,2.6700000762939453,1,2.6700000762939453,1,1.4151000386454164,1.2549000376485289,47.000000067055225,Complete,PayPal,0.0,0.0,10.460481163718844,ORD1042
87,1830,3262,75576,13690,6,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Processing,PayPal,0.5926223526881389,22.195593099409933,14.498667686701483,ORD1043
88,457,8889,75590,15395,7,2.6700000762939453,1,2.6700000762939453,1,1.4151000386454164,1.2549000376485289,47.000000067055225,Complete,Debit Card,0.0,0.0,4.506709624423507,ORD1043
89,1699,3430,23690,13690,5,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Shipped,Bank Transfer,0.0,0.0,13.820936804510008,ORD1044
90,1765,264,40487,13690,2,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Complete,Debit Card,0.0,0.0,9.878623340562216,ORD1044
91,1673,5009,97546,13690,4,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Complete,Debit Card,0.0,0.0,9.682283275312255,ORD1045
92,772,2058,99135,15395,10,2.6700000762939453,1,2.6700000762939453,1,1.4151000386454164,1.2549000376485289,47.000000067055225,Processing,PayPal,0.0,0.0,2.674994870171273,ORD1045
93,655,3151,7978,13690,6,2.6700000762939453,1,2.6700000762939453,1,1.100040027732998,1.5699600485609473,58.8000001385808,Processing,Bank Transfer,0.0,0.0,11.727903619023177,ORD1046
94,1522,8237,58189,15395,4,2.6700000762939453,1,2.6700000762939453,1,1.4151000386454164,1.2549000376485289,47.000000067055225,Complete,Credit Card,0.0,0.0,8.217549684424757,ORD1046
95,1600,3747,60867,15395,8,2.6700000762939453,1,2.6700000762939453,1,1.4151000386454164,1.2549000376485289,47.000000067055225,Processing,Debit Card,0.0,0.0,11.375267093856744,ORD1047
96,1659,8440,92622,28774,7,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Debit Card,0.0,0.0,12.519354344805878,ORD1047
97,1806,1062,99237,28774,8,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Bank Transfer,0.0,0.0,8.809352853839622,ORD1048
98,1545,3961,48728,28774,3,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Debit Card,0.0,0.0,5.427376072618085,ORD1048
99,1632,7579,85923,28774,5,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Bank Transfer,0.0,0.0,3.840442388106574,ORD1049
100,1250,3741,24084,28774,3,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Credit Card,0.0,0.0,4.086540663121386,ORD1049
101,785,356,69437,28774,4,2.7799999713897705,1,2.7799999713897705,1,0.992459981583953,1.7875399898058175,64.30000029504299,Complete,Bank Transfer,0.0,0.0,13.270150501295383,ORD1050
102,1430,7100,94472,28689,9,2.799999952316284,1,2.799999952316284,1,1.2487999748110772,1.551199977505207,55.400000140070915,Complete,Credit Card,0.0,0.0,3.606515243195053,ORD1050
103,1323,7790,5731,9220,9,2.950000047683716,1,2.950000047683716,1,1.1328000116728243,1.8172000360108915,61.60000022500755,Complete,Bank Transfer,0.0,0.0,7.00102294960539,ORD1051
104,1527,3798,7313,28921,5,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Complete,Debit Card,0.0,0.0,6.3455704017574,ORD1051
105,827,58,29317,29008,10,2.950000047683716,1,2.950000047683716,1,1.1888500148976222,1.7611500327860936,59.70000014640391,Cancelled,Credit Card,0.5210401920402504,17.662379105700737,13.250923667606614,ORD1052
106,1568,5622,44560,15349,7,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Complete,Debit Card,0.7088242156513559,24.02793912521836,8.21001550902579,ORD1052
107,1157,4231,50982,28862,10,2.950000047683716,1,2.950000047683716,1,1.244900015375018,1.7051000323086978,57.80000016093254,Complete,Credit Card,0.0,0.0,14.95380342552579,ORD1053
108,1153,5512,55473,28862,7,2.950000047683716,1,2.950000047683716,1,1.244900015375018,1.7051000323086978,57.80000016093254,Processing,Bank Transfer,0.0,0.0,11.58171170194088,ORD1053
109,1070,4321,64300,29008,6,2.950000047683716,1,2.950000047683716,1,1.1888500148976222,1.7611500327860936,59.70000014640391,Complete,Bank Transfer,0.0,0.0,13.062006480255713,ORD1054
110,1778,5680,76470,9220,4,2.950000047683716,1,2.950000047683716,1,1.1328000116728243,1.8172000360108915,61.60000022500755,Complete,Bank Transfer,0.0,0.0,3.2827394583467737,ORD1054
111,1406,7450,93768,28921,3,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Complete,PayPal,0.519738635015876,17.618258529316464,5.290329318443647,ORD1055
112,1755,7793,96340,13662,9,2.950000047683716,1,2.950000047683716,1,1.268500014130026,1.6815000335536898,57.00000021606684,Complete,PayPal,0.427692359093475,14.498045836619255,3.760800542433767,ORD1055
113,1827,4400,18402,28548,8,2.950000047683716,1,2.950000047683716,1,1.280300021749735,1.669700025933981,56.59999996423721,Cancelled,Credit Card,0.3522237036960141,11.939786372972213,8.027085641207275,ORD1056
114,1559,1862,18500,28921,2,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Shipped,PayPal,0.0,0.0,11.337737346104827,ORD1056
115,1628,945,20540,9220,1,2.950000047683716,1,2.950000047683716,1,1.1328000116728243,1.8172000360108915,61.60000022500755,Complete,Bank Transfer,0.0,0.0,4.197826386639003,ORD1057
116,1350,5319,23623,28862,2,2.950000047683716,1,2.950000047683716,1,1.244900015375018,1.7051000323086978,57.80000016093254,Shipped,PayPal,0.5918072068755208,20.061260925748005,3.6921910794066046,ORD1057
117,1840,5382,25140,13662,3,2.950000047683716,1,2.950000047683716,1,1.268500014130026,1.6815000335536898,57.00000021606684,Shipped,PayPal,0.0,0.0,9.989913734145725,ORD1058
118,1359,7597,31538,29008,3,2.950000047683716,1,2.950000047683716,1,1.1888500148976222,1.7611500327860936,59.70000014640391,Complete,Debit Card,0.32859209414884094,11.138714875847045,4.994065798924511,ORD1058
119,1778,2152,31779,15349,7,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Shipped,Credit Card,0.0,0.0,8.231225932798633,ORD1059
120,132,6838,37165,29064,10,2.950000047683716,1,2.950000047683716,1,1.2980000139474868,1.652000033736229,56.00000023841858,Complete,Credit Card,0.0,0.0,2.6645304604603304,ORD1059
121,1532,4979,44490,29064,2,2.950000047683716,1,2.950000047683716,1,1.2980000139474868,1.652000033736229,56.00000023841858,Shipped,Credit Card,0.0,0.0,10.847966556877044,ORD1060
122,1753,255,50178,28548,7,2.950000047683716,1,2.950000047683716,1,1.280300021749735,1.669700025933981,56.59999996423721,Shipped,PayPal,0.0,0.0,9.037112961346697,ORD1060
123,801,6569,52161,13662,7,2.950000047683716,1,2.950000047683716,1,1.268500014130026,1.6815000335536898,57.00000021606684,Complete,Bank Transfer,0.0,0.0,10.416497686462227,ORD1061
124,1186,6706,53946,28589,10,2.950000047683716,1,2.950000047683716,1,1.2950500189110636,1.6549500287726522,56.10000006854534,Complete,Debit Card,0.0,0.0,5.580282940776699,ORD1061
125,971,7200,60530,28589,8,2.950000047683716,1,2.950000047683716,1,1.2950500189110636,1.6549500287726522,56.10000006854534,Complete,Credit Card,0.0,0.0,5.621838679699905,ORD1062
126,1825,8094,67275,28921,9,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Complete,PayPal,0.0,0.0,12.417686930179856,ORD1062
127,1695,8331,68882,28921,5,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Shipped,Bank Transfer,0.0,0.0,11.341310068802741,ORD1063
128,1334,439,73583,28862,9,2.950000047683716,1,2.950000047683716,1,1.244900015375018,1.7051000323086978,57.80000016093254,Shipped,Debit Card,0.0,0.0,9.53647246558199,ORD1063
129,1202,8187,88819,13662,1,2.950000047683716,1,2.950000047683716,1,1.268500014130026,1.6815000335536898,57.00000021606684,Complete,Debit Card,0.314733062195549,10.668917190108909,10.165865185167046,ORD1064
130,1730,6057,98256,28921,2,2.950000047683716,1,2.950000047683716,1,1.321600018197298,1.6284000294864178,55.20000010728836,Complete,Credit Card,0.0,0.0,3.2225743335143706,ORD1064
131,1235,4956,98872,28589,9,2.950000047683716,1,2.950000047683716,1,1.2950500189110636,1.6549500287726522,56.10000006854534,Complete,Credit Card,0.0,0.0,13.130226957866297,ORD1065
132,1366,2180,99073,9220,5,2.950000047683716,1,2.950000047683716,1,1.1328000116728243,1.8172000360108915,61.60000022500755,Complete,Bank Transfer,0.7058151944674569,23.925938408768825,12.008791429151614,ORD1065
133,1770,8907,1012,14170,6,2.950000047683716,1,2.950000047683716,1,1.1859000150532462,1.7641000326304697,59.80000013951212,Complete,PayPal,0.47843544929493576,16.21815056140742,9.67638993970482,ORD1066
134,1640,3400,15358,29008,2,2.950000047683716,1,2.950000047683716,1,1.1888500148976222,1.7611500327860936,59.70000014640391,Complete,Bank Transfer,0.0,0.0,13.941736704311793,ORD1066
135,1459,3893,15946,28589,5,2.950000047683716,1,2.950000047683716,1,1.2950500189110636,1.6549500287726522,56.10000006854534,Cancelled,Credit Card,0.21410145637091985,7.257676369836952,4.192292800092197,ORD1067
136,1518,2527,21276,29064,7,2.950000047683716,1,2.950000047683716,1,1.2980000139474868,1.652000033736229,56.00000023841858,Complete,Bank Transfer,0.0,0.0,10.926546018444169,ORD1067
137,1075,349,23718,9220,3,2.950000047683716,1,2.950000047683716,1,1.1328000116728243,1.8172000360108915,61.60000022500755,Complete,PayPal,0.0,0.0,14.51876310947809,ORD1068
138,1169,1715,26027,29008,8,2.950000047683716,1,2.950000047683716,1,1.1888500148976222,1.7611500327860936,59.70000014640391,Processing,Debit Card,0.0,0.0,6.030116539408971,ORD1068
139,1413,5712,31740,15349,1,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Complete,Debit Card,0.0,0.0,2.1988000828776237,ORD1069
140,1809,2097,39926,15349,5,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Returned,Debit Card,0.6652155951298705,22.54968082635067,11.55327707059873,ORD1069
141,866,8397,41336,28548,9,2.950000047683716,1,2.950000047683716,1,1.280300021749735,1.669700025933981,56.59999996423721,Returned,Debit Card,0.21847027365251703,7.405771868514231,2.090744217929652,ORD1070
142,1626,3839,57772,28862,3,2.950000047683716,1,2.950000047683716,1,1.244900015375018,1.7051000323086978,57.80000016093254,Complete,Credit Card,0.5115401603594094,17.3403441386742,13.342937439368171,ORD1070
143,1619,7447,58249,15349,9,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Complete,Credit Card,0.5018616644892833,17.012259538210365,2.731916277346408,ORD1071
144,1765,8229,58846,15349,2,2.950000047683716,1,2.950000047683716,1,1.5723500248879194,1.3776500227957964,46.70000001788139,Complete,PayPal,0.0,0.0,10.485941488334403,ORD1071
