id_fact_livraison,id_temps,id_livraison,id_region,id_client
185,1799,5,4956,1267
186,1639,11,1928,1284
187,1820,13,3998,1307
188,1508,19,4444,1310
189,1797,24,4991,1312
190,555,1,3102,1320
191,1787,10,5813,1321
192,1314,2,4918,1330
193,1377,19,5809,1334
194,1514,18,5809,1334
195,1316,7,2536,1335
196,626,13,8919,1336
197,530,14,7682,1341
198,1654,11,3473,1345
199,1107,25,8463,1347
200,1647,12,5994,1351
201,1190,22,3058,1365
202,1494,5,3785,1366
203,1824,17,6826,1372
204,1675,22,5512,1377
205,1778,20,7392,1392
206,882,19,8869,1403
207,1157,8,428,1406
208,1621,4,7357,1410
209,1797,13,3467,1422
210,1374,1,4745,1428
211,1398,18,5512,1443
212,1763,15,5092,1447
213,1842,11,7998,1448
214,627,5,3817,1479
215,586,10,9007,1483
216,1232,8,1147,1485
217,1201,16,7886,1499
218,1839,22,4617,1503
219,1838,15,4617,1503
220,1381,5,3419,1506
221,1746,20,2367,1527
222,1560,10,3770,1533
223,1045,5,3770,1533
224,1736,24,6059,1534
225,1479,22,3058,1545
226,1780,23,8929,1555
227,1721,2,7242,1564
228,1708,20,7227,1571
229,1840,11,3772,1573
230,874,10,3408,1579
231,1413,17,6832,1594
232,1458,23,55,1596
233,1339,4,2448,1598
234,1678,9,2448,1598
235,579,23,2448,1598
236,1582,19,679,1605
237,1173,16,679,1605
238,1839,21,3860,1606
239,1834,7,3860,1606
240,1315,16,8962,1609
241,1416,10,4842,1612
242,1156,23,1026,1648
243,1127,13,1026,1648
244,382,2,4472,1649
245,1097,11,4472,1649
246,639,5,8951,1650
247,1271,23,8951,1650
248,1484,7,6978,1653
249,1341,24,3421,1655
250,1841,8,7318,1681
251,1797,23,8884,1683
252,1559,24,5673,1688
253,1628,2,817,1697
254,1571,25,817,1697
255,1811,6,6553,1702
256,1811,16,1936,1704
257,1838,24,5995,1707
258,831,13,7447,1712
259,1841,10,3256,1715
260,1519,22,319,1726
261,1283,6,6138,1729
262,1490,1,8736,1735
263,603,18,7821,1740
264,948,13,1646,1754
265,1549,11,6838,1756
266,1406,14,6838,1756
267,1597,22,3719,1757
268,1255,16,325,1759
269,1600,12,803,1768
270,617,25,803,1768
271,1723,13,8897,1770
272,605,13,4415,1772
273,1190,3,7535,1774
274,1724,17,5573,1777
275,1572,24,3419,1779
276,1618,10,4796,1797
277,1837,10,2547,1801
278,1033,23,7759,1826
279,1649,7,4617,1827
280,1113,23,5382,1832
281,1088,18,7226,1848
282,1645,13,7226,1848
283,1546,4,2528,1861
284,1681,5,594,1867
285,1262,11,8889,1868
286,1742,25,4366,1875
287,1464,19,1749,1894
288,1828,2,4972,1927
289,1686,23,739,1936
290,1318,10,8933,1961
291,1549,15,79,1963
292,1532,21,3408,1967
293,1837,6,3408,1967
294,1836,19,80,1971
295,699,5,6704,2002
296,1635,15,7339,2005
297,1544,23,7339,2005
298,1832,16,1354,2011
299,866,10,4598,2016
300,1552,5,8235,2041
301,1799,7,8235,2041
302,1213,7,8180,2047
303,1551,24,3852,2054
304,1687,7,8535,2055
305,1837,24,1740,2057
306,1067,21,3761,2062
307,1828,1,1789,2065
308,1829,12,6389,2066
309,1298,24,1066,2073
310,1564,19,2059,2079
311,1842,4,3117,2086
312,1463,22,4403,2104
313,1178,5,5034,2115
314,1548,13,5127,2123
315,967,14,3705,2129
316,1841,22,3721,2130
317,1841,6,9041,2139
318,1059,2,1026,2146
319,1709,4,1558,2151
320,1245,12,7643,2159
321,465,16,3843,2160
322,1624,6,8424,2162
323,1077,2,8424,2162
324,1835,4,533,2168
325,325,17,8978,2170
326,812,21,6209,2171
327,430,11,7447,2172
328,1435,19,4338,2174
329,554,14,8058,2176
330,1515,5,5610,2177
331,1632,21,2721,2179
332,1571,24,4821,2180
333,1834,13,4821,2180
334,1796,8,8235,2182
335,1675,2,7866,2193
336,1251,4,2367,2196
337,1055,8,8901,2223
338,1784,13,4189,2228
339,1636,16,8921,2243
340,1146,10,317,2250
341,1234,23,6582,2267
342,1340,20,8908,2274
343,1820,6,2385,2292
344,1797,21,2385,2292
345,1784,24,2385,2292
346,1616,13,7758,2298
347,1527,25,557,2323
348,1585,23,7242,2326
349,1802,22,1013,2342
350,1830,22,8737,2350
351,1757,3,1779,2360
352,1800,25,4576,2364
353,1443,15,5343,2365
354,1838,21,8616,2377
355,735,13,4422,2378
356,1388,9,7447,2379
357,1797,21,5741,2393
358,1809,21,3468,2395
359,873,15,3820,2397
360,1318,12,850,2407
361,1696,1,850,2407
362,1198,4,1805,2430
363,805,4,3943,2437
364,1811,3,8693,2439
365,330,4,1766,2445
366,1682,16,2457,2457
367,1778,21,7450,2464
368,1253,22,3946,2479
369,1439,17,5512,2495
370,1823,8,8857,2496
371,1821,1,8857,2496
372,1825,19,8857,2496
373,1805,19,6865,2497
374,1092,19,5269,2504
375,1187,16,6355,2512
376,1524,9,1107,2513
377,1744,23,2367,2517
378,1618,24,1180,2522
379,1748,4,3824,2524
380,450,19,5597,2535
381,1588,6,265,2536
382,1526,13,5708,2538
383,159,16,8212,2539
384,1120,21,1814,2547
385,1715,23,3477,2554
386,1181,14,3978,2567
387,1822,10,3157,2577
388,1832,19,3157,2577
389,1471,5,8566,2578
390,1566,4,8040,2580
391,1487,11,266,2583
392,1786,3,576,2584
393,1726,23,5429,2585
394,1673,18,4546,2591
395,1470,6,4010,2599
396,1664,13,6553,2620
397,1242,23,4616,2621
398,610,1,759,2623
399,1002,13,8879,2624
400,1379,18,839,2634
401,1830,18,3550,2641
402,1784,17,7965,2647
403,1669,16,1210,2664
404,1577,3,557,2668
405,1824,17,4037,2683
406,1308,19,7810,2692
407,1160,18,8724,2695
408,676,23,8724,2695
409,1753,21,7567,2709
410,1688,4,4940,2719
411,894,25,3983,2733
412,1054,25,7826,2754
413,1819,7,7348,2757
414,1260,22,4338,2764
415,330,4,1046,2765
416,1638,6,3829,2766
417,1484,20,1635,2771
418,1406,23,2015,2779
419,700,6,7567,2780
420,1830,1,3408,2783
421,1232,18,3401,2786
422,1656,15,3833,2794
423,1749,11,255,2801
424,1471,4,8947,2815
425,1094,2,5583,2817
426,1002,5,8235,2819
427,1110,19,76,2821
428,1477,7,4309,2827
429,1714,21,8885,2835
430,1679,6,8228,2843
431,1733,3,4544,2862
432,1164,18,387,2868
433,1416,9,2992,2888
434,1479,25,7793,2894
435,586,2,3953,2895
436,1727,3,80,2904
437,1245,4,3576,2906
438,1402,17,3576,2906
439,1457,10,4109,2907
440,1722,12,1527,2908
441,1808,18,2593,2913
442,1280,6,7790,2916
443,1122,14,7565,2917
444,1201,22,2078,2923
445,1492,1,5749,2926
446,1781,8,7242,2945
447,1363,10,7242,2945
448,1641,2,1862,2948
449,1816,17,1971,2950
450,1840,10,8,2959
451,708,22,2288,2971
452,1541,18,1130,2979
453,1599,15,1130,2979
454,1629,5,652,2995
455,928,19,3408,2999
456,655,16,7819,3003
457,1129,23,4343,3015
458,1803,11,2322,3032
459,1595,17,4170,3033
460,1840,12,3986,3041
461,1736,20,2077,3044
462,893,18,2340,3052
463,1814,17,7810,3055
464,1426,7,3416,3056
465,1790,23,4186,3062
466,1622,4,3450,3065
467,1054,22,8789,3078
468,1770,2,4819,3080
469,1752,8,4819,3080
470,1814,2,652,3081
471,1475,7,4540,3082
472,1650,5,4540,3082
473,1442,10,3950,3087
474,471,7,842,3088
475,1809,5,4804,3094
476,640,20,7879,3106
477,1794,18,6826,3107
478,1562,7,5512,3117
479,784,19,5827,3119
480,1336,12,5827,3119
481,1586,9,2284,3123
482,1749,5,7694,3127
483,1710,24,6665,3130
484,1724,20,4970,3141
485,962,14,4186,3150
486,1576,3,2080,3154
487,1692,18,3417,3161
488,541,9,3090,3168
489,1388,9,7832,3177
490,1639,13,8235,3188
491,771,21,8235,3188
492,1712,6,3465,3199
493,816,13,8395,3219
494,1702,15,3556,3224
495,1616,3,1559,3230
496,1401,9,9015,3233
497,722,22,3505,3238
498,1257,14,5037,3254
499,1375,23,477,3259
500,1358,5,2594,3273
501,1798,18,4808,3280
502,1719,7,741,3283
503,1483,3,7616,3286
504,1589,21,3437,3290
505,1827,24,825,3294
506,1539,9,7494,3296
507,1771,21,652,3299
508,1059,23,6706,3300
509,1729,21,3427,3311
510,1064,7,591,3319
511,825,23,5741,3320
512,388,12,5521,3322
513,1798,19,8796,3326
514,1327,22,1989,3327
515,1780,21,7790,3331
516,1263,17,7625,3332
517,970,20,3467,3334
518,1647,6,5568,3335
519,1724,14,4615,3343
520,1809,5,8901,3347
521,914,11,3037,3353
522,1709,14,3794,3361
523,1292,13,7623,3372
524,1770,1,1117,3376
525,1808,20,4403,3393
526,1215,8,985,3399
527,1639,3,4740,3402
528,1576,9,5096,3404
529,1561,4,5755,3405
530,964,18,5755,3405
531,881,4,6899,3407
532,1416,22,8170,3412
533,1140,18,321,3413
534,1696,14,2109,3423
535,1102,3,8715,3424
536,1556,11,7201,3430
537,961,21,7560,3438
538,1415,3,3540,3439
539,1352,12,7586,3458
540,1279,11,3550,3459
541,1361,25,4396,3460
542,457,9,2073,3483
543,1544,5,2073,3483
544,335,8,2073,3483
545,975,9,4137,3485
546,1799,1,317,3505
547,717,4,3091,3516
548,1679,13,1752,3519
549,798,8,7008,3520
550,1611,13,3794,3523
551,1781,4,3158,3538
552,1675,4,5595,3540
553,430,6,4640,3552
554,967,17,1755,3554
555,1586,24,7558,3557
556,1650,10,3730,3573
557,1502,19,2515,3582
558,369,16,6787,3584
559,1572,4,1055,3590
560,1781,17,4186,3591
561,1430,12,2403,3592
562,1208,23,3554,3593
563,1763,19,1788,3606
564,968,10,3856,3612
565,1394,18,1975,3613
566,1742,9,1975,3613
567,1123,20,7203,3619
568,601,4,1648,3622
569,734,2,855,3634
570,1841,6,8094,3635
571,655,11,8235,3638
572,1500,25,8991,3641
573,1813,13,2662,3644
574,1176,6,3402,3650
575,1841,12,8884,3652
576,1790,24,8939,3653
577,1711,22,3751,3681
578,961,18,1749,3698
579,1257,18,1558,3705
580,1785,20,1237,3720
581,1588,13,4397,3750
582,1243,16,676,3752
583,1458,19,5939,3771
584,1692,5,4057,3773
585,1357,9,1085,3787
586,1801,1,4616,3790
587,1822,22,3960,3799
588,1449,17,3953,3810
589,1130,23,8017,3814
590,1164,5,8017,3814
591,1822,22,6574,3819
592,1403,5,3106,3831
593,1759,5,1862,3852
594,1841,13,5037,3855
595,1836,19,5037,3855
596,1675,24,7596,3885
597,573,9,4381,3898
598,1739,2,2853,3912
599,1695,24,2853,3912
600,330,21,3081,3916
601,1202,12,4406,3918
602,390,23,3479,3919
603,695,25,3579,3922
604,1764,8,3579,3922
605,610,22,3579,3922
606,1729,20,439,3934
607,1659,14,3402,3941
608,1659,23,4002,3955
609,1793,15,8406,3959
610,1342,6,1520,3967
611,1631,15,8096,3975
612,1771,12,8096,3975
613,1669,15,324,3984
614,1830,17,3586,3996
615,1799,10,3586,3996
616,940,9,4466,3999
617,1684,14,2851,4009
618,1122,17,9041,4010
619,1796,23,8331,4014
620,1025,8,4445,4031
621,1840,10,7447,4033
622,1823,21,336,4034
623,1079,3,7567,4044
624,1796,10,3421,4047
625,1808,14,3768,4050
626,1517,25,3954,4053
627,1048,11,3954,4053
628,1151,3,7646,4081
629,990,21,3732,4091
630,1384,3,3732,4091
631,1802,3,4868,4115
632,613,24,1339,4118
633,1709,8,1339,4118
634,1612,3,1721,4124
635,1602,6,7843,4128
636,1553,19,7843,4128
637,1242,2,3769,4130
638,1371,3,5007,4135
639,1801,24,5007,4135
640,831,10,76,4141
641,1627,18,4219,4142
642,262,16,1289,4158
643,1299,1,4954,4160
644,1653,14,1371,4171
645,1497,22,2956,4172
646,1295,17,3076,4177
647,1558,24,4165,4193
648,1180,5,4165,4193
649,127,16,4335,4203
650,1388,16,3777,4211
651,1779,17,1745,4220
652,1638,22,7593,4223
653,1827,22,3556,4225
654,1600,18,3417,4231
655,996,23,7634,4232
656,1099,4,4999,4242
657,861,13,1356,4256
658,1627,1,4635,4259
659,1760,20,811,4268
660,1815,7,7567,4274
661,1770,24,4713,4280
662,1744,1,7672,4281
663,1797,23,7672,4281
664,1715,14,9200,4294
665,1252,23,8901,4305
666,1779,18,3184,4311
667,1792,24,3850,4314
668,416,12,3835,4320
669,1644,8,7477,4324
670,540,24,9041,4328
671,1833,22,324,4344
672,1777,17,1240,4351
673,1784,22,1212,4360
674,1480,20,69,4370
675,1615,2,7470,4371
676,1298,20,7673,4376
677,815,15,3447,4385
678,198,6,2570,4386
679,1204,22,8848,4391
680,1348,25,7242,4401
681,1630,17,1670,4410
682,1425,8,850,4426
683,1685,6,3426,4429
684,1690,3,3426,4429
685,956,12,1940,4435
686,374,5,7790,4449
687,1421,17,330,4452
688,1115,12,8869,4454
689,1614,2,6865,4472
690,1842,14,7474,4484
691,1595,16,8242,4491
692,1309,13,3445,4492
693,1035,6,3445,4492
694,1593,12,8952,4504
695,1827,4,8891,4505
696,922,11,3146,4511
697,830,22,7461,4529
698,1840,8,2415,4532
699,1513,18,539,4533
700,1529,25,2372,4544
701,1718,4,2372,4544
702,1203,10,3408,4549
703,1640,10,8768,4552
704,1139,16,7646,4556
705,1103,10,834,4557
706,1602,9,7480,4558
707,1774,7,7480,4558
708,1790,1,7839,4571
709,1805,24,3413,4575
710,876,21,4934,4578
711,1726,19,2547,4613
712,1111,13,5219,4624
713,1731,7,5009,4633
714,1769,10,1213,4641
715,1585,21,3164,4650
716,1726,17,6651,4655
717,1814,2,4336,4661
718,1570,15,8861,4662
719,1389,20,4410,4676
720,1475,16,4410,4676
721,1812,2,4410,4676
722,1594,12,7752,4682
723,744,1,1091,4684
724,1362,20,4440,4687
725,1418,15,8234,4691
726,784,11,2057,4694
727,1062,10,6557,4703
728,559,12,5280,4739
729,408,4,5280,4739
730,1374,1,5280,4739
731,486,12,4357,4743
732,493,24,1625,4764
733,1732,6,5673,4778
734,1679,13,5673,4778
735,1772,12,5673,4778
736,1026,1,7616,4782
737,1602,4,7573,4785
738,1472,14,6725,4800
739,1675,16,6725,4800
740,1212,7,7456,4835
741,232,3,4444,4845
742,1498,17,8588,4849
743,1143,17,796,4855
744,1446,5,3967,4856
745,1477,14,3967,4856
746,492,4,2600,4857
747,1775,16,3433,4867
748,1061,1,705,4870
749,721,5,8226,4875
750,1712,25,6062,4878
751,1014,22,8916,4884
752,1603,9,661,4886
753,795,8,4645,4889
754,934,16,822,4900
755,1377,13,7975,4905
756,1809,12,2869,4912
757,1796,10,2000,4913
758,282,12,2058,4915
759,1195,14,2058,4915
760,1529,6,1289,4918
761,1523,18,3537,4919
762,1402,9,7729,4920
763,1044,4,8235,4921
764,389,15,3409,4935
765,1117,22,8921,4940
766,1684,15,7745,4946
767,1807,6,7745,4946
768,1309,5,8026,4948
769,1626,12,4422,4951
770,1795,24,8887,4953
771,539,14,6667,4970
772,1798,1,7577,4975
773,828,12,7947,4976
774,1257,23,5697,4981
775,1301,7,7790,4998
776,1696,4,3160,5002
777,1506,7,3160,5002
778,1785,10,1180,5010
779,1094,2,7616,5011
780,1423,5,3559,5022
781,1335,13,847,5026
782,1530,14,6810,5034
783,1684,24,652,5036
784,1720,11,652,5045
785,1696,2,7780,5047
786,1575,6,8395,5062
787,930,22,8331,5071
788,1805,7,3414,5080
789,1843,16,1666,5099
790,1681,22,5832,5106
791,1818,9,8768,5109
792,848,4,5011,5113
793,1649,14,9041,5130
794,1120,16,6542,5137
795,945,18,3529,5150
796,298,16,1781,5153
797,1288,22,1781,5153
798,1445,23,3951,5158
799,1768,5,7764,5159
800,1588,11,2487,5162
801,1835,25,210,5171
802,1828,25,210,5171
803,1320,25,4842,5184
804,316,13,55,5191
805,1488,17,55,5191
806,859,24,1147,5225
807,1756,24,3414,5231
808,653,13,1972,5236
809,200,5,7569,5254
810,1278,4,4408,5257
811,1624,4,3579,5270
812,1392,1,3747,5274
813,1788,5,1820,5296
814,1718,5,7609,5305
815,1083,12,8039,5323
816,1778,17,1077,5341
817,888,1,6577,5345
818,1685,25,4774,5355
819,1806,22,3212,5366
820,1828,8,3212,5366
821,1752,2,3753,5383
822,1448,22,3551,5386
823,1778,11,4417,5387
824,1783,14,2078,5390
825,933,20,4109,5392
826,1665,24,5252,5394
827,1750,1,1560,5401
828,1401,14,7447,5437
829,1739,16,7447,5437
830,1209,10,7242,5445
831,1758,10,7083,5446
832,333,16,8424,5460
833,1643,3,1984,5468
834,1764,25,1806,5471
835,1377,14,2057,5477
836,607,8,6706,5482
837,1500,20,6832,5491
838,1826,5,7520,5515
839,1214,24,7447,5520
840,1769,17,3846,5524
841,1123,6,4387,5530
842,1699,8,1104,5536
843,1535,9,1323,5539
844,1760,25,3548,5568
845,1795,4,7487,5574
846,1772,9,7487,5574
847,876,23,1805,5578
848,1657,8,7073,5582
849,1630,22,7073,5582
850,1330,14,473,5589
851,1691,7,7522,5590
852,1203,16,7522,5590
853,1203,23,839,5592
854,1697,4,6456,5601
855,1392,23,1953,5604
856,1311,24,1953,5604
857,1242,17,1953,5604
858,1842,20,6513,5615
859,1842,6,6513,5615
860,1319,7,6478,5620
861,1331,19,6478,5620
862,1394,21,2178,5623
863,1364,21,4354,5626
864,1666,5,5083,5629
865,1424,8,5083,5629
866,1475,4,3805,5630
867,372,5,3230,5633
868,854,13,1345,5634
869,440,2,683,5636
870,932,9,8253,5638
871,1630,7,8253,5638
872,941,5,7447,5648
873,794,14,6500,5654
874,1841,1,4969,5660
875,279,20,8198,5661
876,1677,7,1136,5669
877,934,3,798,5679
878,1343,2,4822,5680
879,1362,13,4822,5680
880,98,14,4550,5686
881,1712,17,447,5689
882,1039,10,4345,5691
883,1543,23,1881,5703
884,798,21,7905,5704
885,840,8,7905,5704
886,467,8,7905,5704
887,1704,11,8331,5705
888,1492,14,8331,5705
889,1812,16,1756,5710
890,1281,2,3477,5712
891,1460,17,4609,5717
892,1793,14,3842,5720
893,1703,21,3634,5726
894,1841,2,3546,5729
895,974,10,7790,5731
896,1834,4,5614,5735
897,1485,9,6578,5742
898,1778,12,6578,5742
899,1796,9,463,5748
900,1651,12,3472,5767
901,1674,23,8885,5770
902,1045,14,8885,5770
903,1537,8,7419,5776
904,1796,11,7419,5776
905,1200,2,7979,5779
906,1601,6,275,5781
907,1733,2,3544,5792
908,1567,1,8852,5814
909,1596,2,6972,5847
910,1828,22,7649,5854
911,1794,24,7649,5854
912,1823,11,1092,5864
913,1836,7,8992,5871
914,1441,10,8709,5874
915,1319,16,1992,5879
916,1822,9,4520,5880
917,208,20,3403,5897
918,1577,4,5469,5903
919,1710,14,2314,5909
920,1794,6,8746,5932
921,862,9,7518,5937
922,1518,16,3584,5939
923,1539,12,1180,5944
924,805,11,276,5945
925,1781,10,276,5945
926,1040,4,276,5945
927,712,4,3467,5957
928,1780,22,6754,5968
929,1204,1,5004,5969
930,1307,22,356,5970
931,694,18,371,5972
932,1755,25,3403,5976
933,1461,5,7643,5981
934,1020,11,4947,5999
935,864,12,8855,6012
936,1775,24,3633,6021
937,543,12,6500,6024
938,1824,24,4531,6026
939,760,25,684,6059
940,1633,19,7666,6062
941,1805,17,930,6064
942,1255,20,7873,6076
943,1684,12,5773,6080
944,1384,8,3401,6098
945,1632,21,7672,6100
946,1132,9,820,6102
947,1642,7,6704,6107
948,1549,19,656,6109
949,1302,13,656,6109
950,1166,3,3544,6114
951,825,4,7491,6115
952,1496,5,2689,6123
953,1737,21,3753,6140
954,1711,24,3753,6140
955,1179,20,4327,6141
956,1582,4,4335,6142
957,1786,2,4335,6142
958,1296,19,2516,6144
959,950,21,2057,6149
960,1198,7,7188,6157
961,898,7,8235,6168
962,1668,23,5544,6190
963,1843,15,6934,6206
964,1843,4,6934,6206
965,258,3,7588,6210
966,1718,18,2074,6228
967,1127,20,4497,6232
968,1211,11,371,6235
969,1656,10,5148,6247
970,1067,24,2503,6252
971,687,16,3151,6255
972,1710,25,7348,6258
973,1742,7,3461,6267
974,1723,18,3461,6267
975,1518,24,652,6294
976,1214,5,4356,6304
977,1117,2,7590,6312
978,1655,5,7263,6314
979,1690,7,7263,6314
980,1661,14,7263,6314
981,1805,18,176,6315
982,246,23,689,6331
983,1841,9,4814,6334
984,1841,25,4814,6334
985,827,18,2368,6343
986,1691,12,4247,6345
987,1745,12,1635,6347
988,1510,15,4242,6350
989,1598,21,8609,6351
990,1842,23,7558,6354
991,1714,4,275,6355
992,1840,14,7153,6371
993,569,3,6020,6385
994,1570,16,3284,6397
995,1074,14,3284,6397
996,1639,17,6920,6402
997,1638,17,6500,6409
998,1612,1,4355,6413
999,1045,6,8793,6418
1000,809,20,8793,6418
1001,1297,9,2593,6419
1002,565,23,4619,6426
1003,1618,5,5968,6439
1004,1801,10,7807,6453
1005,1483,2,8235,6464
1006,1636,19,3847,6467
1007,1806,2,3882,6474
1008,1643,23,3882,6474
1009,1840,7,8131,6483
1010,779,24,7447,6488
1011,311,13,7485,6490
1012,1790,16,7485,6490
1013,1087,22,1186,6501
1014,1698,18,6781,6504
1015,1658,17,3112,6505
1016,1421,3,3619,6506
1017,350,6,3157,6508
1018,1767,15,1533,6520
1019,1660,25,4348,6525
1020,721,17,6415,6532
1021,1842,13,3472,6534
1022,1842,18,3472,6534
1023,1759,25,7434,6535
1024,924,13,8915,6548
1025,1650,13,7591,6552
1026,1811,20,1092,6558
1027,54,9,1540,6559
1028,1725,7,6542,6560
1029,1344,6,798,6566
1030,532,1,1558,6579
1031,1841,6,4372,6584
1032,1511,19,7543,6598
1033,1539,7,7459,6601
1034,1719,19,7459,6601
1035,1466,23,1281,6604
1036,401,1,3115,6615
1037,1472,17,3472,6636
1038,1250,15,7813,6640
1039,1538,17,2078,6646
1040,1402,23,2078,6646
1041,461,24,7646,6649
1042,714,17,7646,6649
1043,1809,9,8131,6656
1044,1755,10,1010,6658
1045,984,8,798,6682
1046,1765,10,2824,6685
1047,1773,23,3760,6690
1048,658,9,7447,6704
1049,640,18,7447,6704
1050,1428,4,8957,6706
1051,1615,6,5254,6713
1052,1495,8,7447,6714
1053,1780,2,40,6716
1054,1328,18,7538,6724
1055,1660,8,255,6725
1056,1466,10,6591,6734
1057,1034,2,6591,6734
1058,1395,21,5148,6747
1059,1191,5,7220,6753
1060,992,9,3339,6754
1061,1819,5,4064,6759
1062,1644,9,5060,6775
1063,1331,2,8888,6776
1064,1657,21,1297,6779
1065,1680,8,3408,6781
1066,1450,7,3400,6783
1067,1669,18,8910,6788
1068,1728,4,4133,6795
1069,1842,1,652,6809
1070,1786,21,3244,6834
1071,1721,12,7447,6838
1072,1625,21,8186,6846
1073,1814,20,3413,6858
1074,862,12,1755,6859
1075,1211,11,3083,6876
1076,398,3,9041,6883
1077,1695,23,4841,6894
1078,1219,18,4615,6913
1079,1386,9,788,6920
1080,1757,24,788,6920
1081,1733,5,788,6920
1082,825,14,4342,6927
1083,1631,20,7023,6934
1084,555,10,5382,6964
1085,1769,11,4811,6968
1086,1731,2,1759,6974
1087,1011,21,8012,6986
1088,810,1,317,6988
1089,1528,12,6151,7024
1090,1777,8,8768,7057
1091,1417,24,7748,7066
1092,1673,9,7947,7073
1093,1840,6,2944,7074
1094,1373,9,8883,7088
1095,1314,1,3408,7097
1096,1742,18,8093,7110
1097,1798,22,4357,7117
1098,1437,25,2057,7118
1099,1268,25,3592,7125
1100,1265,19,3475,7129
