id_fact_livraison,id_temps,id_livraison,id_region,id_client,delai_traitement_heures,delai_livraison_heures,delai_total_heures,delai_vs_promis,is_livraison_ontime,is_livraison_retard,cout_livraison,nombre_tentatives,id_status,order_id,tracking_number
56,1841,9,5898,365,20.683333333333334,97.3,117.98333333333333,-2.0166666666666657,True,False,8.307725780900064,2,1,ORD5055,TRK10055
57,903,23,425,376,19.05,32.9,51.95,-116.05,True,False,24.209818948511817,3,1,ORD5056,TRK10056
58,1784,25,8170,380,61.166666666666664,40.86666666666667,102.03333333333333,-17.96666666666667,True,False,9.641323769641492,2,1,ORD5057,TRK10057
59,1594,8,6030,382,28.65,111.95,140.6,68.6,False,True,14.767300875721949,1,1,ORD5058,TRK10058
60,1473,12,1657,385,32.85,50.266666666666666,83.11666666666666,59.11666666666666,False,True,24.6099261715314,3,1,ORD5059,TRK10059
61,1712,15,3547,393,9.066666666666666,58.43333333333333,67.5,-4.5,True,False,23.14275951537202,1,1,ORD5060,TRK10060
62,1817,20,5025,394,19.066666666666666,86.43333333333334,105.5,-62.5,True,False,18.18930315494798,3,1,ORD5061,TRK10061
63,1827,22,4381,401,62.21666666666667,100.75,162.96666666666667,138.96666666666667,False,True,12.383855173929776,1,1,ORD5062,TRK10062
64,1507,22,3007,412,54.55,109.33333333333333,163.88333333333333,-4.116666666666674,True,False,19.00176672559617,2,1,ORD5063,TRK10063
65,1726,16,4645,417,48.416666666666664,26.116666666666667,74.53333333333333,50.53333333333333,False,True,14.205471120021487,3,1,ORD5064,TRK10064
66,1569,17,345,429,41.266666666666666,92.0,133.26666666666668,13.26666666666668,False,True,7.17679923119702,2,1,ORD5065,TRK10065
67,1710,14,7834,442,15.583333333333334,1.3333333333333333,16.916666666666668,-31.083333333333332,True,False,20.91955377517003,1,1,ORD5066,TRK10066
68,1807,22,3837,446,50.8,111.51666666666667,162.31666666666666,114.31666666666666,False,True,22.432231239504784,2,1,ORD5067,TRK10067
69,1557,7,7685,452,57.25,57.61666666666667,114.86666666666666,90.86666666666666,False,True,13.152138661335966,1,1,ORD5068,TRK10068
70,1765,1,802,459,49.28333333333333,19.05,68.33333333333333,-3.6666666666666714,True,False,18.31452620517681,1,1,ORD5069,TRK10069
71,1375,21,8897,462,32.53333333333333,71.05,103.58333333333333,79.58333333333333,False,True,5.607252947402513,2,1,ORD5070,TRK10070
72,317,11,8897,462,64.78333333333333,70.01666666666667,134.8,14.800000000000011,False,True,8.945002921593531,3,1,ORD5071,TRK10071
73,1592,1,6317,467,64.6,78.98333333333333,143.58333333333334,71.58333333333334,False,True,16.40527844666891,2,1,ORD5072,TRK10072
74,1727,21,3528,468,71.66666666666667,16.216666666666665,87.88333333333334,63.88333333333334,False,True,10.481652470364818,1,1,ORD5073,TRK10073
75,1240,12,1881,477,10.8,58.78333333333333,69.58333333333333,45.58333333333333,False,True,23.88727182561031,1,1,ORD5074,TRK10074
76,1619,2,9059,484,29.966666666666665,87.58333333333333,117.55,-50.45,True,False,21.740882556649584,2,1,ORD5075,TRK10075
77,1081,24,3157,485,21.0,63.78333333333333,84.78333333333333,-35.21666666666667,True,False,18.10012426032801,1,1,ORD5076,TRK10076
78,1755,11,6837,503,70.7,41.65,112.35,-7.650000000000006,True,False,24.976796153536654,1,1,ORD5077,TRK10077
79,1828,22,801,510,51.53333333333333,88.35,139.88333333333333,91.88333333333333,False,True,9.864957847852933,1,1,ORD5078,TRK10078
80,959,15,1963,534,20.05,46.9,66.95,-101.05,True,False,23.382540748984162,1,1,ORD5079,TRK10079
81,1645,8,3781,539,49.25,20.433333333333334,69.68333333333334,-2.316666666666663,True,False,11.091468780200382,3,1,ORD5080,TRK10080
82,1471,20,3855,547,21.516666666666666,5.85,27.366666666666667,-20.633333333333333,True,False,16.93189505433392,1,1,ORD5081,TRK10081
83,1643,16,868,550,28.616666666666667,105.1,133.71666666666667,13.716666666666669,False,True,13.687344127454713,3,1,ORD5082,TRK10082
84,1483,13,4345,559,40.95,86.56666666666666,127.51666666666667,103.51666666666667,False,True,13.864291882940517,2,1,ORD5083,TRK10083
85,1698,24,8235,561,1.2,57.93333333333333,59.13333333333333,-108.86666666666667,True,False,20.250200482737256,1,1,ORD5084,TRK10084
86,1144,20,7790,571,47.516666666666666,36.86666666666667,84.38333333333334,-35.61666666666666,True,False,11.950868398473906,3,1,ORD5085,TRK10085
87,1821,3,345,575,64.81666666666666,62.15,126.96666666666667,6.966666666666669,False,True,15.150567668819226,2,1,ORD5086,TRK10086
88,988,12,8902,577,67.1,37.4,104.5,-63.5,True,False,9.234272025860253,1,1,ORD5087,TRK10087
89,1629,14,3824,579,56.2,94.76666666666667,150.96666666666667,30.96666666666667,False,True,20.269431186666083,3,1,ORD5088,TRK10088
90,696,16,3830,598,62.2,94.78333333333333,156.98333333333332,108.98333333333332,False,True,16.038630665455685,1,1,ORD5089,TRK10089
91,1808,22,82,603,35.81666666666667,53.31666666666667,89.13333333333334,-78.86666666666666,True,False,10.101271945206038,3,1,ORD5090,TRK10090
92,1050,23,5048,608,15.933333333333334,56.65,72.58333333333333,-47.41666666666667,True,False,10.318701628293944,1,1,ORD5091,TRK10091
93,1778,4,4870,613,34.61666666666667,75.06666666666666,109.68333333333334,-10.316666666666663,True,False,10.870735600679552,2,1,ORD5092,TRK10092
94,1829,24,7681,625,22.7,87.13333333333334,109.83333333333333,-58.16666666666667,True,False,18.98583900501786,3,1,ORD5093,TRK10093
95,1605,13,6728,632,10.65,22.7,33.35,9.350000000000001,False,True,16.901840040126682,3,1,ORD5094,TRK10094
96,947,10,3705,641,25.2,102.86666666666666,128.06666666666666,56.06666666666666,False,True,21.444913212308244,1,1,ORD5095,TRK10095
97,1459,20,2370,647,62.3,98.55,160.85,-7.150000000000006,True,False,16.4305983044749,2,1,ORD5096,TRK10096
98,1789,7,4382,661,25.683333333333334,43.483333333333334,69.16666666666667,45.16666666666667,False,True,11.13306783963775,1,1,ORD5097,TRK10097
99,1830,23,1660,664,69.23333333333333,11.183333333333334,80.41666666666667,-39.58333333333333,True,False,24.257404039865648,1,1,ORD5098,TRK10098
100,1619,5,4520,681,28.6,102.56666666666666,131.16666666666666,83.16666666666666,False,True,22.72208399789723,1,1,ORD5099,TRK10099
101,289,17,80,688,71.1,28.883333333333333,99.98333333333333,-20.016666666666666,True,False,10.576427962530772,1,1,ORD5100,TRK10100
102,1322,19,4883,689,8.1,4.216666666666667,12.316666666666666,-107.68333333333334,True,False,23.253859300733385,1,1,ORD5101,TRK10101
103,922,23,4883,689,40.38333333333333,21.566666666666666,61.95,37.95,False,True,19.40248680651147,2,1,ORD5102,TRK10102
104,1684,17,3756,690,46.05,75.88333333333334,121.93333333333334,-46.06666666666666,True,False,13.293875816805977,2,1,ORD5103,TRK10103
105,844,2,6826,701,67.11666666666666,108.15,175.26666666666668,103.26666666666668,False,True,14.337536352733267,1,1,ORD5104,TRK10104
106,1127,5,7200,706,1.3833333333333333,46.6,47.983333333333334,-24.016666666666666,True,False,13.927630846125297,1,1,ORD5105,TRK10105
107,1758,16,2148,712,12.7,16.016666666666666,28.716666666666665,-139.28333333333333,True,False,20.937269628198777,1,1,ORD5106,TRK10106
108,1798,3,3419,716,6.866666666666666,88.63333333333334,95.5,-72.5,True,False,8.510084062875844,1,1,ORD5107,TRK10107
109,1100,10,1337,722,64.7,0.4,65.1,17.099999999999994,False,True,6.173357836529938,3,1,ORD5108,TRK10108
110,1115,22,3779,726,20.9,28.55,49.45,-118.55,True,False,14.969158232005697,2,1,ORD5109,TRK10109
111,1426,18,6888,734,20.633333333333333,93.18333333333334,113.81666666666666,65.81666666666666,False,True,10.808191347322452,1,1,ORD5110,TRK10110
112,1202,15,6888,734,1.7333333333333334,76.06666666666666,77.8,-90.2,True,False,16.278486282012963,1,1,ORD5111,TRK10111
113,1688,6,7567,735,3.283333333333333,24.883333333333333,28.166666666666668,-19.833333333333332,True,False,24.563897419537916,3,1,ORD5112,TRK10112
114,1480,15,2935,737,48.6,40.65,89.25,-78.75,True,False,18.42905129917878,1,1,ORD5113,TRK10113
115,1711,4,2442,745,38.766666666666666,81.33333333333333,120.1,-47.900000000000006,True,False,24.18436657709782,1,1,ORD5114,TRK10114
116,1233,16,4558,752,47.983333333333334,43.13333333333333,91.11666666666666,19.11666666666666,False,True,19.641094247251374,1,1,ORD5115,TRK10115
117,492,22,829,757,5.65,12.716666666666667,18.366666666666667,-101.63333333333333,True,False,6.518300696490737,3,1,ORD5116,TRK10116
118,834,18,8751,761,27.0,74.2,101.2,-18.799999999999997,True,False,22.78601742745503,1,1,ORD5117,TRK10117
119,521,8,7851,771,34.2,99.08333333333333,133.28333333333333,85.28333333333333,False,True,8.978391938693457,1,1,ORD5118,TRK10118
120,681,8,4015,778,12.266666666666667,116.7,128.96666666666667,104.96666666666667,False,True,22.295786779766853,3,1,ORD5119,TRK10119
121,1224,7,7188,801,64.2,74.08333333333333,138.28333333333333,66.28333333333333,False,True,19.981668023173768,3,1,ORD5120,TRK10120
122,740,6,3432,822,54.4,32.56666666666667,86.96666666666667,-81.03333333333333,True,False,21.77235154403636,1,1,ORD5121,TRK10121
123,1803,25,4368,823,12.583333333333334,111.8,124.38333333333334,52.38333333333334,False,True,10.071608846383167,3,1,ORD5122,TRK10122
124,1635,22,845,835,43.1,105.91666666666667,149.01666666666668,125.01666666666668,False,True,21.147936346706658,1,1,ORD5123,TRK10123
125,1254,23,5837,838,38.11666666666667,37.666666666666664,75.78333333333333,3.7833333333333314,False,True,17.207040894210525,1,1,ORD5124,TRK10124
126,1795,3,6646,855,9.983333333333333,65.5,75.48333333333333,51.483333333333334,False,True,6.637460514654528,1,1,ORD5125,TRK10125
127,1836,4,6646,855,34.56666666666667,93.46666666666667,128.03333333333333,104.03333333333333,False,True,22.78263853272546,3,1,ORD5126,TRK10126
128,1611,14,997,857,12.55,105.31666666666666,117.86666666666666,93.86666666666666,False,True,22.536225292442815,1,1,ORD5127,TRK10127
129,782,23,3457,865,11.7,20.583333333333332,32.28333333333333,8.283333333333331,False,True,16.43982264686697,1,1,ORD5128,TRK10128
130,1812,1,8252,878,16.633333333333333,47.95,64.58333333333333,40.58333333333333,False,True,14.052486226978527,1,1,ORD5129,TRK10129
131,1649,6,7136,879,21.35,13.666666666666666,35.016666666666666,-132.98333333333335,True,False,13.010940481334622,1,1,ORD5130,TRK10130
132,968,11,3791,880,50.65,19.816666666666666,70.46666666666667,-1.5333333333333314,True,False,17.054745657822483,2,1,ORD5131,TRK10131
133,1809,13,3425,899,60.81666666666667,38.266666666666666,99.08333333333333,-20.91666666666667,True,False,21.833815793872333,2,1,ORD5132,TRK10132
134,714,25,7613,901,55.95,105.15,161.1,41.099999999999994,False,True,16.318553194785288,1,1,ORD5133,TRK10133
135,1665,9,2531,919,17.683333333333334,79.75,97.43333333333334,-70.56666666666666,True,False,7.59303629887291,3,1,ORD5134,TRK10134
136,1745,8,2232,922,43.15,49.766666666666666,92.91666666666667,44.91666666666667,False,True,11.123383647330542,1,1,ORD5135,TRK10135
137,1756,24,1862,926,70.36666666666666,55.1,125.46666666666667,101.46666666666667,False,True,18.364935799887768,3,1,ORD5136,TRK10136
138,1826,9,1048,927,41.88333333333333,60.25,102.13333333333334,30.13333333333334,False,True,17.93649505819291,1,1,ORD5137,TRK10137
139,762,22,4393,936,29.8,6.35,36.15,12.149999999999999,False,True,15.377962563703583,1,1,ORD5138,TRK10138
140,1684,16,3207,940,1.1,59.68333333333333,60.78333333333333,36.78333333333333,False,True,9.809558906642405,2,1,ORD5139,TRK10139
141,1582,22,1742,948,29.466666666666665,62.666666666666664,92.13333333333334,-27.86666666666666,True,False,10.411594131536312,2,1,ORD5140,TRK10140
142,1007,4,3627,955,29.533333333333335,4.866666666666666,34.4,10.399999999999999,False,True,14.684992363155489,3,1,ORD5141,TRK10141
143,1390,22,7488,958,58.8,25.816666666666666,84.61666666666666,12.61666666666666,False,True,12.889924979755587,1,1,ORD5142,TRK10142
144,1607,5,6724,959,71.06666666666666,96.45,167.51666666666668,95.51666666666668,False,True,11.318738122806325,1,1,ORD5143,TRK10143
145,1741,18,1419,986,19.883333333333333,40.766666666666666,60.65,-59.35,True,False,21.589162473299265,2,1,ORD5144,TRK10144
146,1777,21,3819,989,33.083333333333336,59.333333333333336,92.41666666666667,-75.58333333333333,True,False,15.080374465469134,1,1,ORD5145,TRK10145
147,1841,24,7447,999,43.21666666666667,68.66666666666667,111.88333333333334,-8.11666666666666,True,False,15.061375128780877,2,1,ORD5146,TRK10146
148,466,16,7447,1000,36.666666666666664,51.016666666666666,87.68333333333334,-32.31666666666666,True,False,13.561118455913142,1,1,ORD5147,TRK10147
149,1122,3,3813,1006,43.0,75.38333333333334,118.38333333333334,94.38333333333334,False,True,18.618056301911658,1,1,ORD5148,TRK10148
150,1511,23,8907,1012,68.86666666666666,28.25,97.11666666666666,49.11666666666666,False,True,8.512993716100718,2,1,ORD5149,TRK10149
151,778,11,7243,1018,30.35,100.96666666666667,131.31666666666666,-36.68333333333334,True,False,23.87176139165062,1,1,ORD5150,TRK10150
152,1193,8,1208,1026,47.06666666666667,48.516666666666666,95.58333333333333,-72.41666666666667,True,False,7.092253365476586,3,1,ORD5151,TRK10151
153,1440,19,1822,1030,40.18333333333333,118.18333333333334,158.36666666666667,-9.633333333333326,True,False,19.205995482700065,3,1,ORD5152,TRK10152
154,1658,25,817,1036,55.833333333333336,23.166666666666668,79.0,55.0,False,True,19.086053384697685,1,1,ORD5153,TRK10153
155,1006,20,8712,1037,45.68333333333333,97.06666666666666,142.75,22.75,False,True,7.278755408460135,1,1,ORD5154,TRK10154
156,1731,3,3959,1042,46.233333333333334,106.9,153.13333333333333,129.13333333333333,False,True,24.860855056165917,2,1,ORD5155,TRK10155
157,842,21,4642,1045,37.333333333333336,36.53333333333333,73.86666666666666,1.86666666666666,False,True,5.686277560726946,2,1,ORD5156,TRK10156
158,473,11,2346,1055,51.85,29.116666666666667,80.96666666666667,32.96666666666667,False,True,12.293799315161088,1,1,ORD5157,TRK10157
159,1166,13,7243,1071,29.366666666666667,70.25,99.61666666666666,51.61666666666666,False,True,13.495405020712617,1,1,ORD5158,TRK10158
160,1839,23,1382,1072,12.883333333333333,98.13333333333334,111.01666666666667,87.01666666666667,False,True,21.056123465189486,1,1,ORD5159,TRK10159
161,709,24,2892,1074,66.46666666666667,78.2,144.66666666666666,24.666666666666657,False,True,5.596347622019023,1,1,ORD5160,TRK10160
162,979,24,2994,1078,10.05,53.45,63.5,-104.5,True,False,16.1404031727331,1,1,ORD5161,TRK10161
163,1552,24,2994,1078,18.883333333333333,7.8,26.683333333333334,-45.31666666666666,True,False,9.080020360717624,1,1,ORD5162,TRK10162
164,1449,13,3803,1080,34.25,37.88333333333333,72.13333333333334,0.13333333333333997,False,True,16.451775205705104,1,1,ORD5163,TRK10163
165,1284,21,238,1083,11.233333333333333,112.95,124.18333333333334,76.18333333333334,False,True,17.926937805938756,2,1,ORD5164,TRK10164
166,1842,21,2406,1109,63.75,16.8,80.55,-39.45,True,False,5.682822335609159,3,1,ORD5165,TRK10165
167,1254,18,5815,1115,26.133333333333333,53.46666666666667,79.6,-88.4,True,False,6.349292882705924,1,1,ORD5166,TRK10166
168,1478,14,3853,1126,3.033333333333333,54.15,57.18333333333333,9.18333333333333,False,True,6.704488098749253,1,1,ORD5167,TRK10167
169,1152,8,4546,1130,55.93333333333333,19.033333333333335,74.96666666666667,-45.03333333333333,True,False,22.04554889735427,3,1,ORD5168,TRK10168
170,1416,8,4445,1176,64.05,18.45,82.5,-85.5,True,False,23.533343466879092,1,1,ORD5169,TRK10169
171,1682,9,3982,1182,70.65,71.86666666666666,142.51666666666668,118.51666666666668,False,True,13.75445345067539,1,1,ORD5170,TRK10170
172,1721,4,7773,1203,47.416666666666664,30.833333333333332,78.25,-41.75,True,False,22.495925868978148,1,1,ORD5171,TRK10171
173,1048,10,3442,1206,31.466666666666665,88.73333333333333,120.2,48.2,False,True,14.524203556720924,2,1,ORD5172,TRK10172
174,951,3,4232,1213,32.85,4.866666666666666,37.71666666666667,-82.28333333333333,True,False,13.02252588653137,2,1,ORD5173,TRK10173
175,1555,4,6997,1214,1.95,23.566666666666666,25.516666666666666,-94.48333333333333,True,False,15.624899177430533,3,1,ORD5174,TRK10174
176,1060,3,6997,1214,44.6,95.25,139.85,19.849999999999994,False,True,20.80371236607973,1,1,ORD5175,TRK10175
177,1277,11,810,1225,39.6,64.2,103.8,-64.2,True,False,9.475316755296422,1,1,ORD5176,TRK10176
178,1083,24,5382,1227,53.31666666666667,87.86666666666666,141.18333333333334,-26.816666666666663,True,False,11.034636367073137,1,1,ORD5177,TRK10177
179,1483,19,1882,1233,30.383333333333333,16.333333333333332,46.71666666666667,22.71666666666667,False,True,21.977489214912808,1,1,ORD5178,TRK10178
180,549,7,3797,1238,48.81666666666667,28.75,77.56666666666666,53.56666666666666,False,True,23.319528816249665,1,1,ORD5179,TRK10179
181,1422,24,8440,1239,0.48333333333333334,64.1,64.58333333333333,-103.41666666666667,True,False,7.460197191749871,1,1,ORD5180,TRK10180
182,1717,4,6011,1255,68.88333333333334,100.35,169.23333333333332,1.23333333333332,False,True,19.09869998140026,1,1,ORD5181,TRK10181
183,1537,19,7447,1256,56.56666666666667,97.16666666666667,153.73333333333332,105.73333333333332,False,True,5.192403761341047,3,1,ORD5182,TRK10182
184,1393,12,3081,1257,53.666666666666664,89.71666666666667,143.38333333333333,23.383333333333326,False,True,9.923744294508055,2,1,ORD5183,TRK10183
185,1799,5,4956,1267,2.45,25.233333333333334,27.683333333333334,-92.31666666666666,True,False,6.372556760539676,2,1,ORD5184,TRK10184
186,1639,11,1928,1284,63.78333333333333,85.45,149.23333333333332,77.23333333333332,False,True,15.3078289143588,3,1,ORD5185,TRK10185
187,1820,13,3998,1307,27.183333333333334,25.766666666666666,52.95,-115.05,True,False,11.867674401329996,1,1,ORD5186,TRK10186
188,1508,19,4444,1310,8.916666666666666,56.016666666666666,64.93333333333334,-103.06666666666666,True,False,7.7517500760045905,1,1,ORD5187,TRK10187
189,1797,24,4991,1312,28.983333333333334,102.43333333333334,131.41666666666666,107.41666666666666,False,True,5.0064165417180195,2,1,ORD5188,TRK10188
190,555,1,3102,1320,37.88333333333333,63.8,101.68333333333334,77.68333333333334,False,True,12.767744277572422,3,1,ORD5189,TRK10189
191,1787,10,5813,1321,1.2166666666666666,41.666666666666664,42.88333333333333,-77.11666666666667,True,False,10.889434009164523,2,1,ORD5190,TRK10190
192,1314,2,4918,1330,19.283333333333335,67.5,86.78333333333333,-33.21666666666667,True,False,5.933777525775592,2,1,ORD5191,TRK10191
193,1377,19,5809,1334,11.783333333333333,10.066666666666666,21.85,-146.15,True,False,22.035378016914507,2,1,ORD5192,TRK10192
194,1514,18,5809,1334,6.4,90.93333333333334,97.33333333333333,-22.66666666666667,True,False,13.215557774711293,1,1,ORD5193,TRK10193
195,1316,7,2536,1335,15.166666666666666,106.15,121.31666666666666,-46.68333333333334,True,False,20.495688299293768,3,1,ORD5194,TRK10194
196,626,13,8919,1336,66.0,13.283333333333333,79.28333333333333,7.283333333333331,False,True,13.440841306582278,2,1,ORD5195,TRK10195
197,530,14,7682,1341,46.1,4.2,50.3,-21.700000000000003,True,False,6.350306274242983,2,1,ORD5196,TRK10196
198,1654,11,3473,1345,63.583333333333336,54.4,117.98333333333333,69.98333333333333,False,True,12.885261980356484,3,1,ORD5197,TRK10197
199,1107,25,8463,1347,32.15,63.36666666666667,95.51666666666667,71.51666666666667,False,True,22.72264821310788,1,1,ORD5198,TRK10198
200,1647,12,5994,1351,19.933333333333334,56.35,76.28333333333333,28.28333333333333,False,True,5.15544805379599,1,1,ORD5199,TRK10199
201,1190,22,3058,1365,19.883333333333333,71.81666666666666,91.7,19.700000000000003,False,True,22.906068517476307,1,1,ORD5200,TRK10200
202,1494,5,3785,1366,30.766666666666666,16.066666666666666,46.833333333333336,-73.16666666666666,True,False,18.134555887579225,1,1,ORD5201,TRK10201
203,1824,17,6826,1372,62.766666666666666,91.36666666666666,154.13333333333333,130.13333333333333,False,True,24.912672452044152,1,1,ORD5202,TRK10202
