id_vente,id_temps,id_region,id_client,id_produit,id_canal,chiffre_affaire,quantite_vendue,panier_moyen,nombre_ventes
353,1736,8444,77311,24843,5,3.5999999046325684,1,3.5999999046325684,1
354,1842,6756,24454,24843,5,3.5999999046325684,1,3.5999999046325684,1
355,1487,8880,43634,12689,10,3.670000076293945,1,3.670000076293945,1
356,1777,6641,90415,12689,4,3.670000076293945,1,3.670000076293945,1
357,1370,6582,12696,12689,6,3.670000076293945,1,3.670000076293945,1
358,1738,7448,48793,12689,4,3.670000076293945,1,3.670000076293945,1
359,1518,3469,74611,12689,5,3.670000076293945,1,3.670000076293945,1
360,1306,7960,82104,12689,9,3.670000076293945,1,3.670000076293945,1
361,1832,3403,69115,12689,8,3.670000076293945,1,3.670000076293945,1
362,1545,4648,38898,14118,5,3.700000047683716,1,3.700000047683716,1
363,1568,3145,12828,14118,1,3.700000047683716,1,3.700000047683716,1
364,1692,8198,32353,14118,2,3.700000047683716,1,3.700000047683716,1
365,1008,4323,37009,14118,7,3.700000047683716,1,3.700000047683716,1
366,1472,3955,79320,14118,5,3.700000047683716,1,3.700000047683716,1
367,826,1575,76109,14118,1,3.700000047683716,1,3.700000047683716,1
368,1237,6542,29506,12602,1,3.75,1,3.75,1
369,1730,4407,69267,12602,6,3.75,1,3.75,1
370,1806,4849,20362,12602,3,3.75,1,3.75,1
371,665,759,91716,12602,5,3.75,1,3.75,1
372,1291,3130,52292,12602,3,3.75,1,3.75,1
373,1060,3550,7052,12602,8,3.75,1,3.75,1
374,1676,4412,80522,12602,9,3.75,1,3.75,1
375,1833,681,84145,12602,7,3.75,1,3.75,1
376,1843,4157,26067,11027,9,3.799999952316284,1,3.799999952316284,1
377,1416,835,30239,11027,1,3.799999952316284,1,3.799999952316284,1
378,1736,5178,72042,28395,2,3.799999952316284,1,3.799999952316284,1
379,1174,7836,53040,11027,2,3.799999952316284,1,3.799999952316284,1
380,976,1881,64835,11027,3,3.799999952316284,1,3.799999952316284,1
381,1084,1131,79852,28395,9,3.799999952316284,1,3.799999952316284,1
382,1082,5382,433,11027,1,3.799999952316284,1,3.799999952316284,1
383,972,80,19382,28395,6,3.799999952316284,1,3.799999952316284,1
384,1672,2553,42386,28395,10,3.799999952316284,1,3.799999952316284,1
385,1833,1743,64734,11027,9,3.799999952316284,1,3.799999952316284,1
386,1040,850,71343,28395,3,3.799999952316284,1,3.799999952316284,1
387,1546,4406,71952,28395,7,3.799999952316284,1,3.799999952316284,1
388,1793,3160,31611,28395,3,3.799999952316284,1,3.799999952316284,1
389,1707,7470,37370,11027,1,3.799999952316284,1,3.799999952316284,1
390,1788,4804,58589,28395,5,3.799999952316284,1,3.799999952316284,1
391,1839,5767,28829,28395,6,3.799999952316284,1,3.799999952316284,1
392,1626,3445,39552,11027,1,3.799999952316284,1,3.799999952316284,1
393,1213,3285,60498,11027,6,3.799999952316284,1,3.799999952316284,1
394,1815,5098,70640,12684,4,3.880000114440918,1,3.880000114440918,1
395,128,3412,34338,12684,4,3.880000114440918,1,3.880000114440918,1
396,1754,2412,308,12612,2,3.900000095367432,1,3.900000095367432,1
397,588,1971,39566,12612,6,3.900000095367432,1,3.900000095367432,1
398,1793,3422,31092,12612,9,3.900000095367432,1,3.900000095367432,1
399,420,199,7616,12612,7,3.900000095367432,1,3.900000095367432,1
400,1838,2356,38917,12612,10,3.900000095367432,1,3.900000095367432,1
401,363,3529,47453,12612,3,3.900000095367432,1,3.900000095367432,1
